mean,std,max,min,median,var,range,skew,kurtosis,rms,energy,peak_to_peak,zero_crossing_rate,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,power_band_0_50Hz,power_band_50_100Hz,power_band_100_250Hz,class
-0.1112683609375,1.427850256834341,4.6552,-3.1544,-0.093644,2.0387563559418935,7.8096,0.22024504614583915,0.26468739157167764,1.4266075914759517,260.50678016727244,7.8096,0.5703125,119.45691898624052,81.92289919310544,230.46875,23.4375,217.08057272018397,154.62148596528516,397.6225016852438,1
-0.02559182265625,1.4200696962785575,3.3446,-3.237,0.21428000000000003,2.0165979422886746,6.5816,-0.15373543155753508,-0.5980084471118547,1.4147431612315406,256.1917711681809,6.5816,0.5390625,111.90001547832873,83.79169084939407,230.46875,23.4375,223.04041352706435,133.09712666330842,308.22328942979317,1
0.004394820312499992,1.5302116284105467,3.3607,-4.2931,0.040136500000000006,2.341547627722857,7.6538,-0.22162214160013735,0.30671026361099996,1.5242288546431773,297.37902096983703,7.6538,0.5078125,116.90530889651606,82.16638351888845,230.46875,23.4375,250.9687178738411,126.90117802807589,389.38403307617875,1
-0.13655647500000004,1.5007174903117597,3.1101,-4.0042,-0.0211099,2.2521529857276263,7.1143,-0.2651085030587727,-0.035367180603196324,1.5010681901203073,288.410331058055,7.1143,0.546875,119.9672714115611,86.75825336225498,230.46875,23.4375,240.14479017322418,139.91973595459183,355.78244764580353,1
-0.014772366406249984,1.4921824876753247,3.8268,-3.9951,-0.007108949999999999,2.2266085765249204,7.821899999999999,-0.061382289707358276,0.09661160555950365,1.4864156282245085,282.8072217382477,7.821899999999999,0.5390625,122.293822379857,83.70507293351515,230.46875,23.4375,221.17045977222824,116.6577791940262,364.934137010593,1
0.10522581250000004,1.3875744815408755,3.6213,-3.763,0.13327,1.9253629418234293,7.3843,-0.16411408489489795,0.04979922426024164,1.386143396426473,245.93836997845997,7.3843,0.5234375,121.66956101457475,86.49316087267253,230.46875,23.4375,216.23562761325238,136.46908619895635,348.32559614676603,1
-0.029041430468750004,1.362951812357614,3.3798,-3.3684,-0.101403,1.857637642808905,6.7482,-0.06057990901693241,-0.281270735905351,1.357927926440918,236.0279364362408,6.7482,0.53125,118.0380890151439,80.34121621966095,230.46875,23.4375,224.5654991183936,117.20120286964642,386.9923537419771,1
0.005698468750000019,1.4506662468093643,2.9203,-3.9659,0.0172865,2.1044325596319675,6.8862000000000005,-0.299165347616876,-0.2032821907315996,1.4449997068532359,267.26709155916,6.8862000000000005,0.5078125,115.73639015073789,83.11550148522646,230.46875,23.4375,231.834525661181,139.12531165645498,334.3595209494115,1
-0.11846118281250001,1.3976171702249278,3.886,-4.203,-0.173035,1.9533337545075349,8.089,-0.039079960171626425,0.004315220100244321,1.3971780081234393,249.86961745712398,8.089,0.6015625,112.30051321584872,83.35571757996087,230.46875,23.4375,249.78984324390532,150.05922559832862,359.9919258873952,1
0.05474411125,1.241722208147871,3.8822,-3.3502,0.00676712,1.5418740422076247,7.2324,0.1399081704451112,0.4624689444676391,1.2380731274724568,196.20160882808705,7.2324,0.546875,125.84460189436618,83.12508935465915,234.375,23.4375,166.77792563028692,146.31844563606077,334.2783665245087,1
0.08862307812499998,1.514062988869804,4.3986,-3.6387,0.0799205,2.292386734265364,8.0373,-0.037374729390921686,0.11199426590274486,1.5107387308466893,292.138433648674,8.0373,0.5703125,110.81685792787063,84.50737251584331,226.5625,23.4375,265.122186010135,149.3220041660682,351.24694051099834,1
-0.13713264375,1.3487359582089928,3.1759,-4.0599,-0.09404499999999999,1.81908868496593,7.235799999999999,-0.12727682228653223,0.2470035956632013,1.3504378610645136,233.43134932435177,7.235799999999999,0.5546875,118.10438982271688,83.56569875826766,230.46875,23.4375,223.1978116913045,121.72090938697923,351.08741025280216,1
-0.015530452343749987,1.4162171957711738,3.71,-4.1244,-0.0406935,2.005671145597967,7.8344,0.10296267867345152,0.43898944321782096,1.4107597367103246,254.751108444542,7.8344,0.5703125,118.61330405549921,82.41483037962598,230.46875,23.4375,218.12079354157675,131.40114766334685,366.83033159228233,1
-0.2289459265625,1.3591561437589426,3.449,-4.2088,-0.196685,1.8473054231176795,7.6578,-0.25026339515005636,0.36901257578077296,1.3730584790128693,241.31706710900914,7.6578,0.546875,114.32057504515514,81.74828115763,222.65625,23.4375,238.4199658598046,116.16977389315912,390.9648352777601,1
-0.016123279687500002,1.4378789977127815,3.2194,-3.5726,-0.0285298,2.067496012063513,6.792,0.10348782651387226,-0.39245925826343386,1.4323420190782468,262.605268430995,6.792,0.578125,121.48453208730209,84.79701654910876,230.46875,23.4375,228.71784625552118,133.37508906573322,380.50945607699254,1
-0.2138220990625,1.4306715908566685,3.0856,-3.4045,-0.284325,2.046821200884351,6.4901,0.12791699870075024,-0.6319449843495897,1.4410240457049757,265.79843843839177,6.4901,0.5078125,111.26565648797593,81.09730649114142,222.65625,23.4375,282.0950263217535,89.38852936540128,400.21943001839986,1
-0.05158624218749999,1.3585052449043609,3.5674,-3.6964,-0.0490965,1.8455365004326574,7.2638,-0.07692901836924075,0.01792938360367513,1.3541711069529045,234.72376152397499,7.2638,0.5078125,120.54040168400185,82.06849264777826,230.46875,23.4375,207.02388523193727,110.57667986690157,358.46987033247035,1
0.040913534374999984,1.56545561165318,3.2969,-3.1304,0.0030027000000000005,2.4506512720564317,6.4273,0.00309801670026744,-0.8425385439353636,1.559865210936043,311.4469729649338,6.4273,0.5625,122.9779703728766,82.42446617859628,230.46875,23.4375,255.7551001868488,117.64308843230596,460.05813522857073,1
-0.009120030156249997,1.3314720130440492,3.4655,-2.9122,-0.00102538,1.7728177215195724,6.3777,0.052725381683325905,-0.35387945494188555,1.3262921088584714,225.1584970265922,6.3777,0.59375,124.61917195874607,82.4015301837635,230.46875,23.4375,177.98671211323713,118.47299873075552,335.43695340068143,1
0.13027064843749997,1.4712278419215934,3.3431,-3.427,0.14486,2.164511362845269,6.7701,-0.08442497950340477,0.015802450970183735,1.4712482998010115,277.065159637423,6.7701,0.453125,108.32514564506484,79.32598122130804,218.75,27.34375,303.78877959867225,149.3684337055057,397.8174948027878,1
0.03781378125000002,1.4413569142184954,3.6034,-3.2485,0.052875500000000006,2.0775097541654635,6.8519000000000005,0.13579338458874793,-0.19428788037961509,1.436213456023675,264.026763681724,6.8519000000000005,0.515625,123.02246252696682,81.08957561090524,222.65625,27.34375,245.30444900766167,107.93080477599646,427.72138583106096,1
0.17944228125,1.5276644006271813,4.6813,-3.1925,0.132965,2.333758520943605,7.8738,0.33151875470683473,-0.12333381154697465,1.532228953126437,300.508872294264,7.8738,0.5234375,116.52384434936617,81.71775147326412,218.75,27.34375,264.43915690507015,110.40138193070656,400.9787288323166,1
0.10436802343749998,1.5783406349239586,5.7291,-4.4241,0.047524,2.4911591598521645,10.1532,0.37549627842314276,1.123496880294594,1.5756235791686002,317.77147689370497,10.1532,0.46875,108.10285654468737,81.46283405521538,218.75,27.34375,305.1401581206875,178.20735292449717,380.73777468417217,1
0.03194553125,1.7108684052837115,3.8957,-3.2726,-0.0658405,2.9270707001980303,7.1683,0.2513122712949494,-0.7617967790766405,1.7044716123536874,371.86860509690604,7.1683,0.5703125,111.80669189948104,79.97673599563277,214.84375,27.34375,276.13036230562386,145.3193298866802,395.40167396062003,1
-0.0689031953125,1.4713525657753486,3.5727,-4.6775,-0.10212099999999999,2.1648783728137015,8.2502,0.15421702237492918,0.20077876645923354,1.4672126331416204,275.547252588847,8.2502,0.5390625,114.41956861207379,81.14948728105185,218.75,27.34375,270.1806271648569,149.58315329830955,378.5561329229368,1
0.09381643750000003,1.5746722767275552,5.298,-3.5436,0.02955,2.479592779094342,8.8416,0.39256898596087936,0.35674932335188014,1.5713123446510753,316.034878009966,8.8416,0.5859375,115.77565493456305,82.37973017762609,218.75,27.34375,290.49147159641143,132.3946549809439,441.2271159831516,1
0.007774428124999996,1.6683872223701064,4.3489,-3.6547,-0.37529,2.783515923767839,8.0036,0.3914787536827749,-0.4249197480196387,1.661875490927667,353.51425886029745,8.0036,0.5390625,112.01564777970363,77.29397727931091,214.84375,27.34375,261.6993458220669,147.5026243325838,397.94393233985465,1
-0.1487073671875,1.4596620660212793,4.7398,-2.9997,-0.264795,2.1306133469815096,7.7395,0.4679120990901662,0.10400909286599047,1.4615340609318876,273.41847184179903,7.7395,0.5703125,116.95856587463489,83.91228561278427,218.75,27.34375,263.8254703409967,160.5944580048885,387.9148691285344,1
