tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
4.3153,0.3517,-2.0958,0.77241,4.8642,-0.2896,-4.4973,0.1573
4.2963,0.83306,-0.44899,-0.50785,3.6491,-0.14592,1.0765,0.34477
-0.83199,1.3895,-1.1543,0.44062,-8.4742,-0.074162,0.10022,0.12196
-0.49176,-2.4558,-1.285,-0.12413,-2.8154,-0.055378,-1.5941,0.14269
-0.76389,-0.45609,-4.8642,1.7151,-2.6069,-0.11647,-2.37,0.031957
-0.81647,1.0756,1.6144,-0.032318,-7.1672,0.013379,1.8584,-0.097472
-0.81833,-8.0121,-0.037546,0.10883,0.8934,-0.02381,4.3079,-0.14133
-0.94801,2.0626,5.7574,0.62447,6.0488,0.3735,-2.2482,-0.20592
-0.86746,0.97827,3.5395,1.1499,4.0755,0.11977,0.42585,-0.20733
-0.78646,-0.99337,4.1132,2.5199,-2.4713,0.026715,4.7317,-0.11838
-0.78957,-1.3976,0.32155,1.1209,0.014481,-0.050096,4.7456,-0.019274
-0.79842,-1.2074,-0.81165,-0.36043,-4.3674,0.016595,0.61838,0.02945
-0.65542,0.732,0.85599,0.48557,-6.1913,0.0069171,-5.3449,0.035973
4.3159,2.1443,-1.3197,0.2796,4.5722,-0.16733,-2.806,0.064667
4.2823,1.6546,-1.4336,-1.5281,6.4632,0.12304,-1.849,0.24859
-0.83598,2.5424,-2.1121,-0.95121,-6.611,-0.043159,1.5922,0.079757
-0.97933,-3.3963,-1.2189,-1.0317,-1.9852,-0.073706,0.15504,0.014142
-0.7821,0.45044,-1.9701,0.91531,-1.5125,-0.086361,2.601,0.0062077
-0.80988,-1.0269,-0.65786,1.9422,-4.4051,-0.028302,-0.76271,-0.16844
-0.8067,-7.3717,0.050714,-0.01892,-0.81771,0.019701,3.4205,-0.11205
-0.60611,-0.56087,3.661,0.37964,6.426,0.38359,0.66244,-0.19069
-0.73762,1.89,3.4276,0.9543,4.7543,0.24196,4.3991,-0.19896
-0.79296,-1.8474,0.80247,-1.4821,2.0318,0.010954,0.069967,-0.10163
-0.78401,0.29406,1.8469,-0.13846,1.1933,-0.027615,1.634,-0.018008
-0.9662,-0.38225,-0.41872,-2.1584,-4.5315,-0.053651,1.0209,0.13673
-0.79341,0.2643,0.68496,-0.38663,-6.7641,-0.078179,-4.8696,0.25477
4.3004,3.874,-1.2665,0.10987,4.7978,0.010684,-1.1677,0.07781
4.2645,0.78136,-1.4983,0.12392,6.5032,0.10901,-6.9438,0.12977
-0.59276,2.7409,-0.87451,-0.043526,-5.6631,-0.031626,2.0908,0.072261
-0.81473,-2.0758,0.57127,-0.21622,1.4549,-0.030645,-0.1688,-0.029618
-0.81671,2.31,-0.37023,2.9357,3.0528,0.00032629,3.1839,-0.16494
-0.81569,-1.145,-1.0485,1.5124,-4.3304,0.028358,2.4216,-0.23243
-1.0754,-5.992,0.73015,0.22817,-5.3645,-0.007394,9.5409,-0.18606
-0.89435,1.2677,-1.3435,1.1865,6.9933,0.51877,-5.5459,-0.14525
-0.82494,2.2675,-1.5403,0.3862,5.9729,0.38613,2.0976,-0.069094
-0.79133,-2.0026,0.84752,-0.46034,4.4022,0.15464,2.9378,0.041936
-0.76547,1.3288,-0.65513,-0.396,1.6857,-0.16053,-0.92631,-0.024945
-0.59604,2.0861,-0.96022,-1.2358,-1.3309,-0.085726,-1.8661,0.054932
-0.85803,0.66717,0.64562,0.18235,-9.5014,-0.051168,-2.2051,0.2114
4.2923,1.2039,0.30606,-0.99411,4.0584,-0.050276,-2.2262,0.23384
-0.91673,3.4455,-1.0392,0.16869,5.9155,-0.093433,-3.5279,-0.0029433
-0.96622,0.50544,-3.1151,-0.80834,-3.8531,-0.095359,-1.4945,0.010297
-0.83734,-1.9157,-0.68881,0.02464,3.4717,-0.038172,-2.0247,-0.101
-0.81587,1.554,-0.22481,1.6578,3.5257,0.025393,2.1013,-0.20422
-0.80704,-0.014388,1.4412,0.66708,-3.7069,-0.025517,3.3753,-0.15854
-0.53763,-7.1529,-0.81694,-0.29936,-7.2963,0.067036,9.4918,-0.19628
-0.77346,-0.82147,-0.82408,2.024,6.1731,0.37828,0.050586,-0.11916
-0.79771,1.1476,-1.1157,0.34652,6.1352,0.37028,1.045,0.067393
