tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-1.3541,1.1606,7.9293,-1.078,-0.94384,0.0095033,5.6125,-0.12999
-1.2875,-2.8614,4.0636,2.2811,4.5948,0.34579,-2.2671,-0.1967
3.6801,1.2368,0.55562,0.46768,2.9688,0.09587,5.9918,-0.088686
3.735,1.3983,-0.53079,0.31979,-7.0634,-0.15102,0.1993,-0.021002
3.7096,1.0446,-3.0134,-0.033699,-8.1878,-0.26215,-5.9377,0.070143
3.6944,4.2253,-1.8534,-1.7339,1.0174,-1.0377,-0.40395,0.040329
3.6775,0.4557,-0.9144,-0.60081,4.7945,-0.58019,0.31738,0.2711
-1.4081,1.4783,-4.0208,-3.5156,-3.4793,-0.11254,0.35015,0.32883
-1.4041,-1.9899,-3.967,-0.46851,-1.6738,-0.067404,-2.1528,0.078929
-1.2952,-1.2884,0.57292,0.80171,6.0394,0.39805,-0.44997,-0.00099627
-1.3141,2.3174,0.051523,0.15733,5.2193,0.36294,5.376,-0.12103
-1.3359,-0.17847,-1.9272,1.1546,0.43305,-0.012156,3.2877,-0.19774
-1.3745,-1.9526,2.8325,-0.34133,-2.0047,0.041142,-0.58783,-0.26294
-1.2546,-1.7141,-1.0248,-0.38187,-1.574,-0.047356,-2.208,-0.1745
-1.4654,0.56188,-0.3602,-1.8327,4.2009,0.25692,1.8546,-0.12748
3.7102,1.6748,-0.80824,-1.0247,5.3697,0.41532,-0.77651,-0.049088
3.7036,-0.15714,-2.5961,-0.79619,-6.5352,-0.022725,0.36993,0.13963
3.6749,0.12334,-1.0849,-2.4501,-9.3986,-0.077512,-1.0,0.14858
-1.2413,1.1455,-3.3162,-1.5327,0.11485,-0.35305,-1.6678,0.23966
-1.4194,3.7113,-0.76513,-1.1904,-0.61114,-0.20326,-4.8164,0.098181
-1.4225,-1.7069,-0.17297,1.4472,-5.218,-0.019099,2.7554,0.11033
-1.4094,0.52826,1.8078,1.4295,-3.109,0.026478,4.9001,-0.033025
-1.6958,-1.0306,0.66358,0.14276,5.0411,0.41855,0.67853,-0.12025
-1.412,-0.22749,-2.0558,1.7282,6.5187,0.62527,-0.13186,-0.17107
-1.3573,0.56904,2.4404,-3.3608,4.4704,0.29402,4.9082,-0.20139
-1.3617,-0.15678,-0.12983,1.236,-0.70993,-0.044006,-3.8461,-0.13624
3.6911,-2.1732,-1.5191,-1.4554,-0.71698,-0.17679,-5.3749,-0.075032
-1.3048,0.28991,0.81166,1.5203,5.3883,-0.17323,-3.9507,0.024948
3.683,1.3452,-3.8159,-2.8867,5.3799,0.15956,1.094,0.099787
