tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.6834,-4.2237,-2.0629,-0.58121,4.6721,-0.14658,-1.1068,-0.039231
-0.80619,3.7274,-1.8721,-1.0902,-2.9175,0.047585,0.81695,-0.12069
-0.70044,-4.1806,-1.4574,-0.29103,-0.54547,-0.063059,-1.4505,-0.1213
-0.65754,1.2773,-0.91647,-0.72583,0.18623,0.0057234,0.8494,-0.11149
-0.65703,-3.6763,0.41298,0.60932,-3.3748,-0.029355,-0.63478,-0.035921
-0.40847,1.4248,-0.31886,0.56276,-1.3412,-0.010975,0.21181,0.045659
-0.51693,-1.9981,0.74824,0.90312,-2.337,-0.014087,-1.9317,0.043664
-0.62881,1.0549,1.1967,-0.35439,-1.2699,0.0098627,-0.093367,0.23936
-0.64833,-4.4467,0.11716,-0.1609,0.54241,-0.010859,-3.1638,0.14907
-0.86928,4.665,1.4709,-0.22676,0.87678,-0.055147,0.9631,0.091366
-0.83003,-4.217,0.63155,0.35465,3.1967,-0.08699,-0.70368,0.16158
-0.5842,4.1676,3.3483,0.80203,-0.80343,-0.028681,-0.97919,0.090076
-0.62142,-2.4171,1.2099,0.019181,7.1469,0.22525,-2.5235,0.017014
-0.6253,4.6442,2.5987,1.2794,-2.6615,-0.13043,-2.2891,-0.039304
-0.43046,-5.5719,-1.0088,0.1245,7.6741,0.24068,-2.2078,-0.091387
-0.57119,3.3601,1.8155,1.1693,-4.5216,-0.029271,-2.4272,-0.14065
-0.60701,-4.1407,-1.5703,-1.2975,7.2434,0.24361,-2.1541,-0.1294
4.4743,3.3039,1.1603,0.84595,-4.461,0.045659,-0.91083,-0.076444
4.4541,-4.9985,-1.8664,-0.4684,7.5893,0.23027,-2.0564,-0.063277
4.4325,2.5411,0.69056,0.80152,-4.6037,-0.0019134,-2.4919,0.0032142
-0.67221,-5.2695,-1.7957,0.42824,6.9031,0.17432,-1.5655,0.074573
-0.67668,3.8837,0.26752,0.82712,-4.0297,-0.072827,-0.72705,0.090417
-0.32509,-5.1704,-0.28972,0.29158,5.3292,-0.060556,-2.6191,0.077104
-0.60148,4.397,-0.25324,1.1081,-0.83166,-0.066351,0.6373,0.31228
-0.66797,-2.5744,1.4098,1.4367,1.0752,0.011852,-2.0473,0.17141
-0.66054,4.6769,1.1448,-0.23141,1.4645,0.01209,1.9932,0.077615
-0.90381,-5.6593,2.1515,0.73604,0.029811,0.055684,-2.2617,-0.019469
-0.74168,5.4849,0.105,-0.238,3.9038,-0.034392,2.0,-0.075032
-0.7052,-4.0895,1.298,-0.33881,2.3707,0.01782,-3.1819,-0.12264
-0.63752,4.1395,-0.60095,-0.903,4.9452,0.020144,3.0891,-0.13106
-0.68338,-4.973,2.4686,0.12933,2.6592,0.02891,-1.0409,-0.12967
-0.43635,2.735,0.62088,-0.39677,3.4908,-0.015673,0.8331,-0.10358
-0.67268,-4.3973,1.1763,-1.2985,2.3558,0.074917,-0.22103,-0.026016
-0.62417,2.5081,-0.33236,-0.27767,0.4281,0.051365,1.8203,-0.068485
-0.66575,-1.1476,1.5407,-1.8916,1.9853,0.018943,1.3744,0.01587
-0.66272,3.3456,-0.98383,0.69733,-0.99917,0.0078476,1.3817,0.15077
-0.56271,-2.1198,0.73482,-2.1251,3.6684,0.023577,2.9928,0.26266
4.4849,2.7137,-0.13895,0.33392,-1.6052,0.091872,0.89204,0.038236
