tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-1.0602,0.59209,-1.2874,1.4551,-1.7566,0.011961,2.8855,-0.2032
-0.8546,-4.4477,-1.5486,0.6841,-8.7803,0.022139,4.6503,-0.18879
-0.75831,-1.9278,0.47292,1.6769,3.5421,0.040378,4.3539,-0.15827
-0.76545,1.5158,3.1704,2.2181,6.1883,0.39834,-1.3861,-0.093091
-0.55463,-1.2545,1.9269,-0.62362,4.9025,0.23381,0.83034,0.0096394
-0.7075,1.24,0.64022,-0.0078917,2.2774,-0.10711,-0.3803,-0.050962
-0.75102,2.8572,-1.3655,-0.32539,0.13953,-0.067391,-0.98092,0.020664
4.414,-1.3261,-0.56678,-0.48392,-7.5611,-0.061846,-2.9941,0.20317
4.3171,3.0225,-1.6677,0.39143,4.8061,-0.05996,-1.771,0.18667
4.3491,2.5665,-2.9018,-0.95501,6.6689,0.017602,-3.6611,0.12765
-0.81153,1.481,-2.7808,0.02306,-4.2538,-0.039911,0.16174,0.094092
-0.79777,-3.2241,-3.3061,-2.5017,3.134,-0.049371,1.5186,-0.043661
-0.80075,1.2843,-1.6209,0.57845,1.5392,-0.077871,-0.99314,-0.08596
-0.64284,-1.8502,-0.25273,1.9861,-7.0306,-0.045873,4.6962,-0.24131
-0.7642,-7.0462,3.959,0.36879,2.6693,-0.025896,7.1271,-0.16474
-0.77791,2.3056,2.8411,2.5898,7.0586,0.43962,0.71231,-0.14091
-0.77378,1.9255,0.93706,2.1814,5.2529,0.3136,4.0177,-0.063131
-0.82908,-1.3162,1.7206,-1.5416,1.1861,-0.038686,-2.4897,0.076082
-0.80718,2.3018,2.3257,0.40433,1.7293,-0.044949,-2.3211,-0.013968
-0.75518,0.52485,1.7362,-1.801,-6.7961,-0.035779,-3.2374,0.058875
-0.71544,1.8408,1.1675,-0.1012,1.3699,-0.086079,-2.1977,0.15837
4.3186,2.5236,-3.7709,0.37625,6.7217,-0.050558,-1.3932,0.17708
4.3085,2.0124,-1.8165,-2.0582,-5.0496,-0.040643,2.3839,0.052474
-0.80451,-1.532,-1.3342,-2.5321,-3.0747,-0.027044,0.030697,-0.039767
-0.80058,0.98462,1.3549,0.3367,1.6675,-0.13431,0.69455,-0.079875
-0.99872,-0.061756,0.77769,1.2577,-3.943,-0.065209,2.1552,-0.19711
-0.86681,-5.9366,0.62739,1.1367,-2.4737,0.032818,3.5506,-0.20889
