tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.73672,-0.32672,-0.44597,-0.25495,-0.030225,0.019649,-0.72207,0.20232
-0.72536,0.81891,-0.70155,-0.35046,-0.15899,-0.057149,-0.93268,0.1352
-0.84395,-0.97622,-0.49764,-0.24608,0.044583,-0.027051,-0.32827,0.31929
-0.71702,-0.56414,-0.55687,-0.049467,-0.21101,-0.021673,-0.70393,0.49051
-0.70823,0.28811,-0.11314,0.28746,0.013749,-0.012201,-0.2599,0.14851
-0.69835,0.065926,-0.52081,0.19491,-0.23955,-0.029598,0.58766,0.03792
-0.40017,0.03991,0.14824,-0.010384,-0.20759,-0.021743,0.061272,0.13882
4.3774,0.36,0.39136,0.47451,-0.1575,-0.059311,-0.56711,-0.052349
-0.74473,-0.63279,0.74122,-0.13301,-0.29184,-0.075214,-0.25206,-0.21035
-0.73823,0.10995,0.4737,-0.05043,-0.07962,0.013412,-0.68902,-0.23262
-0.83572,0.29365,0.085879,0.098112,-0.1799,-0.063271,-0.94841,-0.31247
-0.80676,-0.1633,0.6329,-0.45638,-0.29187,-0.045912,-0.47461,-0.25199
-0.70015,0.53831,0.19851,-0.11925,-0.069537,-0.028809,-0.73196,-0.14603
-0.70843,-0.32035,-0.34679,0.13418,-0.075844,0.0003648,-0.65049,-0.028547
-0.48646,-0.46457,0.1055,-0.2152,-0.48729,-0.041882,-0.16862,0.091196
-0.52804,0.060602,-0.10196,-0.010011,-0.084161,-0.036286,-0.59411,0.16255
4.3774,-0.017091,-0.023933,-0.41041,-0.21443,-0.028155,-0.32202,0.33577
-0.74404,-1.5574,-0.29541,0.15389,-0.23812,-0.046457,-0.34858,0.35215
-0.85385,-0.48188,-0.68878,-0.23668,-0.12596,-0.00024487,-0.61465,0.53139
-0.91915,-1.008,-0.55924,-0.21094,-0.094456,0.011544,-0.64783,0.46817
-0.78082,-0.28464,-0.46537,0.27795,-0.20782,-0.017354,-0.67221,0.15163
-0.71112,0.38055,-0.24136,0.40797,-0.048915,0.0082134,-0.66557,0.00041533
-0.69932,0.54417,0.62469,0.545,-0.24105,-0.07026,-0.57938,-0.073986
-0.51908,0.55323,0.72634,-0.22415,-0.46717,-0.058991,-0.30872,-0.12892
4.416,0.4077,0.58274,-0.16802,-0.035261,-0.018804,-0.18038,-0.18421
4.3644,0.012533,0.52654,0.045682,0.061088,0.018411,-0.30916,-0.31087
-0.74606,0.0061883,0.26884,-0.15491,-0.36029,-0.034399,0.13714,-0.15119
-0.826,0.93307,-0.018274,0.16788,0.089533,0.031098,-0.70773,-0.17236
-0.75636,-0.079327,-0.072075,-0.097433,0.0072107,0.0092723,-0.64198,-0.010804
