tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.80518,-0.16804,-0.084313,0.17413,0.81777,0.046802,0.76565,-0.014212
4.4641,-0.18045,-0.55015,-0.17049,0.86378,0.03851,0.53108,0.045562
4.4399,-0.19963,-0.23873,0.020074,0.98451,-0.017572,0.55055,0.31362
-0.68878,0.12717,0.0091374,0.029123,0.56813,-0.0065404,0.61504,0.23898
-0.67125,0.90272,-0.082842,-0.3927,0.046708,-0.039834,0.64732,0.1084
-0.47459,0.86161,0.23503,0.1001,0.92733,-0.027789,0.44479,0.12167
-0.63769,1.0197,-0.052835,0.060801,-0.0066617,0.022293,0.42941,0.038821
-0.6809,0.43575,0.54278,-0.031014,0.25404,-0.017315,0.63903,-0.10127
-0.67773,0.91387,0.11218,0.086923,0.55611,-0.035368,1.0735,-0.10986
-0.88612,1.0355,0.55461,-0.076167,-0.093942,-0.053991,0.2163,-0.15282
-0.73785,-0.095838,-0.029856,0.36808,1.497,0.028589,0.51847,-0.24167
-0.64043,-0.02422,0.072697,-0.061671,0.49367,-0.013343,1.1849,-0.13459
-0.64775,-1.9985,0.28063,0.19116,0.69682,-0.0081833,0.79259,-0.070238
-0.42638,-0.10095,0.05954,-0.050842,0.38144,0.030636,0.49042,-0.080362
-0.59815,-0.22847,-0.52556,-0.32327,0.18269,0.049812,0.51655,-0.036067
-0.64727,-0.70102,-0.54704,0.0069838,1.2124,0.036463,0.91934,0.21459
4.462,-0.24706,-0.28057,-0.10203,0.77379,0.043163,0.83158,0.092218
4.431,0.48707,-0.070315,-0.29149,0.19419,0.017641,0.69052,0.26889
-0.83597,0.33451,-0.16528,0.12332,0.50225,0.036713,0.48596,0.22369
-0.76173,0.8286,-0.16236,-0.071414,0.40802,0.016806,0.94497,0.12327
-0.67904,1.0462,0.20677,-0.11732,0.24126,-0.0042879,0.54395,0.025021
-0.66358,0.9582,0.31808,-0.014385,0.58787,-0.042478,0.63832,-0.057606
-0.48335,1.1416,0.1046,0.10917,-0.22636,0.028499,0.62123,-0.20636
-0.7283,0.1303,0.21045,0.12429,0.56455,0.0083674,0.74357,-0.21478
-0.66334,0.16326,0.41573,-0.18561,-0.094314,0.0041126,0.95787,-0.18616
-0.66185,0.19952,0.45345,-0.19424,0.84065,-0.020261,0.66674,-0.073937
-0.7269,-0.61449,-0.18099,0.065124,0.056374,0.015151,0.5566,-0.065613
-0.64226,-1.6343,-0.15847,0.10768,-0.092452,0.031105,0.68347,-0.017668
-0.63585,-0.087509,-0.10601,0.032123,0.34111,-0.028058,0.55071,-0.030883
-0.63397,0.4381,-0.26395,0.010709,0.071126,-0.046226,0.04191,0.0081548
-0.39,-0.64753,-0.16766,-0.13201,-0.16946,-0.0027028,0.4469,0.24124
4.4628,0.34594,-0.31082,-0.094922,-0.19791,-0.010975,0.38579,0.13245
4.4279,0.21343,-0.13499,-0.086,0.044981,0.0045618,0.37225,0.2361
-0.70585,0.93357,-0.015807,0.1696,-0.086954,-0.021012,0.35199,0.12133
-0.84461,1.1272,0.39814,-0.22738,-0.46301,-0.044378,0.0070775,0.060408
-0.78552,1.281,0.28071,0.018121,-0.76319,-0.025953,0.1439,-0.072258
-0.67387,0.80071,0.26849,0.087116,-0.17423,0.032279,0.43013,-0.17406
-0.67087,0.093136,0.14808,-0.050328,-0.63794,-0.020094,0.18585,-0.25155
-0.34468,0.13925,0.4829,0.16867,-0.40023,-0.039873,0.081905,-0.23223
-0.57876,0.13531,0.40807,-0.22233,-1.121,-0.052535,0.27843,-0.15586
-0.61344,-1.0744,-0.22016,0.2675,0.75764,-0.0078175,0.54872,-0.14454
-0.65515,-0.8406,0.040294,-0.0039095,-0.54888,0.037041,-0.066318,0.024656
-0.73691,-1.2107,0.061063,-0.1275,-0.79854,0.02316,0.60224,0.034537
-0.73872,0.11027,-0.17291,0.1411,-0.24023,0.02563,-0.12447,-2.2752e-05
-0.58434,-0.00088229,-0.41676,-0.050244,-0.49571,-0.0040248,0.42356,0.11079
-0.6261,-0.48679,-0.15277,-0.053456,-0.056686,0.030809,0.58097,0.21834
4.4553,1.3426,0.12701,-0.053115,0.24028,-0.042324,0.38651,0.0046014
4.4247,0.91208,0.041296,-0.16117,-0.080847,-0.024894,0.16281,0.16715
-0.70639,0.87023,0.076956,0.18757,0.024898,0.03912,0.3188,0.089614
-0.68158,0.75799,0.31603,-0.02813,-0.088297,-0.014748,0.15906,-0.014991
-0.67929,0.90303,0.33751,0.076319,0.14518,-0.016398,0.044819,-0.094551
-0.78255,0.56355,0.31469,0.14946,-0.59337,0.014926,0.17609,-0.23172
-0.70122,-0.48175,0.16958,-0.079327,-0.55163,-0.046631,0.24985,-0.25761
-0.6578,-0.91703,0.18638,-0.06282,-0.31441,-0.0014514,0.052589,-0.18421
-0.66378,0.33731,-0.37404,0.0473,-0.56774,-0.012284,0.35801,-0.10582
-0.55948,-0.90038,-0.13231,0.05495,0.81382,0.029622,0.50937,-0.084475
-0.47993,-0.90972,-0.29011,-0.15385,-1.3937,-0.0088764,0.08807,0.1462
-0.65846,-1.4787,-0.41627,-0.18353,0.03676,-0.031909,0.25978,0.13045
-0.65401,0.34828,0.079217,-0.012722,-0.1547,-0.038859,0.097639,0.015894
-0.75062,0.23751,-0.073103,-0.20301,-1.6349,0.01963,0.27423,0.20128
-0.65988,0.38171,-0.19543,0.0066947,-0.11842,-0.047895,-0.15979,0.21347
4.4568,0.698,-0.19428,0.10534,-0.57016,-0.025074,-0.020299,0.12035
4.4172,0.87636,0.46169,-0.096547,-0.77005,-0.0041916,-0.11369,0.063304
-0.57078,0.90413,0.51445,0.15594,-0.52824,0.026266,-0.21637,-0.0084923
-0.55183,0.91573,0.40849,-0.14912,-0.80023,-0.053337,0.044035,-0.097447
-0.6504,0.25033,0.33832,0.094444,-0.69819,-0.053767,-0.054418,-0.18944
-0.6761,-0.20129,0.25808,0.14874,-0.48215,0.013489,0.0074821,-0.2433
-0.76133,-0.41789,0.24867,-0.079468,-1.0656,-0.053651,0.013281,-0.21449
-0.86661,-1.0187,-0.060454,-0.10842,-0.20138,-0.003075,-0.098543,-0.12054
-0.62246,0.20235,-0.16532,-0.051188,-0.65175,0.012366,-0.284,-0.15588
-0.64904,-1.3598,-0.32346,-0.098988,0.36496,-0.027147,0.062961,0.060433
-0.65493,0.90781,-0.65042,-0.032074,-0.77569,-0.027513,0.051138,0.020372
-0.47126,-0.98415,-0.25246,-0.24851,-0.52847,-0.024099,0.39517,0.19724
-0.59808,0.83136,-0.27388,0.12527,-0.35575,0.023699,-0.26513,0.039186
