tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
4.4607,-0.70249,-0.20429,-0.073161,1.024,0.0098434,0.33089,0.2906
-0.73021,0.72729,-0.27798,0.01507,0.8025,0.0037661,0.35697,0.11563
-0.86921,0.76877,-0.16771,-0.010108,0.77176,0.054002,0.195,0.13393
-0.65381,1.2297,0.072144,-0.015657,0.8212,0.054638,0.2287,0.047777
-0.63892,1.1576,0.21543,0.009919,0.61212,0.0020975,0.21447,-0.0070564
-0.64033,1.1447,0.24431,-0.045151,1.0928,0.02941,0.27691,-0.069045
-0.51751,1.2939,0.48394,0.023471,0.87837,-0.020967,0.19013,-0.084061
-0.61005,0.38001,0.47103,0.083885,0.73999,0.040525,0.23027,-0.22537
-0.62238,0.71839,0.4059,0.073576,1.2713,-0.027301,0.42746,-0.12823
-0.6226,-0.34723,0.42687,0.050865,1.2757,-0.0038515,0.2424,-0.14262
-0.77348,0.25454,0.24199,-0.047778,0.82132,0.015959,0.23657,-0.14646
-0.6213,-0.95715,0.12922,0.078978,1.4122,0.045075,0.38637,-0.0799
-0.60511,-1.5424,0.050996,0.043016,1.5021,0.016537,0.40634,0.0018026
-0.59295,-1.6617,-0.02297,0.06497,1.5571,0.041174,0.54583,-0.015988
-0.35711,-1.1733,-0.2372,-0.041426,0.89961,-0.008947,0.35675,0.11118
-0.50642,0.10502,-0.46754,0.036773,1.0307,0.042592,0.26598,-0.049818
-0.62227,-0.50352,-0.39425,-0.045196,1.5426,0.048605,0.44652,0.094846
-0.60093,-0.64342,-0.36727,-0.037527,1.5298,0.063237,0.48199,0.20568
-0.62097,0.096931,-0.30407,-0.052691,1.461,0.023834,0.62537,0.28926
4.4156,1.1713,-0.088039,-0.072249,1.476,-0.0012588,0.4081,0.040987
4.4936,0.91461,-0.084467,-0.034437,1.2883,-0.04561,0.28154,0.13753
4.4513,0.95437,0.12942,-0.0044811,1.6774,-0.0085619,0.42097,0.05206
-0.45301,1.5652,0.25755,0.060647,1.1259,0.025881,0.33486,-0.017376
-0.46625,1.3759,0.44061,-0.035992,0.92787,0.033607,0.37966,-0.081701
-0.58776,0.67485,0.37251,-0.0032286,0.93846,-0.033917,0.24611,-0.10124
-0.64239,0.1016,0.41532,-0.0055088,1.0943,-0.04475,0.35776,-0.14897
-0.63484,0.57759,0.2986,0.018269,0.71383,0.019091,0.29572,-0.089221
-0.73153,-0.84741,0.23018,-0.009112,0.72692,-0.025838,0.12505,-0.18881
-0.63982,-1.1376,0.15994,0.13118,0.44451,0.028461,0.2562,-0.090633
-0.6248,-1.0498,0.00099176,-0.029563,0.79191,0.022133,0.28906,-0.053225
-0.61125,-0.7661,-0.045839,0.08129,1.0199,0.044402,0.1537,-0.033366
-0.48194,0.1778,-0.25646,0.053627,0.64898,0.0187,0.14244,-0.057144
-0.56732,-1.5883,-0.29783,-0.058099,0.29623,0.03355,0.32152,0.17514
-0.61766,-1.2843,-0.25213,0.0072407,1.0889,0.024071,0.41098,0.1408
-0.61164,-0.38287,-0.25282,-0.087741,1.2174,0.038299,0.42488,0.15837
-0.76693,0.03948,-0.16541,0.060943,0.17672,0.015099,0.54238,0.17862
-0.71074,0.33766,-0.24554,-0.04684,0.97165,0.0062881,0.3899,0.15408
-0.58647,0.90078,-0.35144,0.032688,0.82376,-0.041413,0.17443,0.11716
-0.59092,1.3085,0.27842,0.047217,0.78408,0.040917,0.57042,0.028696
-0.54462,0.96585,0.2212,0.040569,0.63465,-0.021307,0.3036,0.016892
-0.44469,1.3126,0.31467,0.053935,0.80971,0.0052036,0.22932,-0.048139
4.4749,1.0059,0.38392,0.009842,0.39791,-0.027834,0.26486,-0.089026
4.4413,0.0253,0.39883,-0.0651,0.80091,0.023545,0.10625,-0.13498
-0.62267,0.9036,0.18722,0.017395,0.85407,0.022582,0.16298,-0.15525
-0.70087,0.16606,0.23916,-0.058581,0.32128,-0.012092,0.24727,-0.1606
-0.63467,-0.75374,0.18507,-0.050842,0.69576,-0.053131,0.024205,-0.12741
-0.64136,-1.2699,-0.057852,-0.037623,-0.14302,-0.03436,-0.0018297,-0.052666
-0.63619,-1.2384,0.039356,-0.19622,-0.029577,-0.024856,0.11549,0.07652
-0.50686,-1.4905,-0.29697,-0.095969,-0.31067,-0.011257,0.042802,0.11646
-0.59634,-1.5059,-0.74496,-0.12317,-0.19937,-0.005212,-0.15253,0.25134
-0.63328,-1.4636,-0.24709,-0.034463,-0.033482,-0.029213,0.021951,0.21822
-0.62049,-0.29831,-0.21724,-0.020776,-0.0563,-0.0063415,0.085611,0.1461
-0.8574,-0.2931,-0.20926,0.060686,-0.18083,0.027626,-0.13641,0.21695
-0.66554,0.49756,-0.43593,0.069909,-0.069408,0.0028676,0.087704,0.16126
-0.60523,0.41188,0.0084693,-0.025368,0.56552,0.0054539,0.36934,0.17796
-0.6113,1.1787,0.32397,0.083763,0.34522,-0.010115,0.23399,0.016113
-0.33589,1.1657,0.22342,0.090539,0.20144,0.015979,0.28526,0.025459
-0.51044,1.0752,0.28619,-0.049037,-0.058355,0.037124,-0.023645,-0.017668
-0.6001,1.1285,0.32935,0.10147,0.3136,0.021337,0.20291,-0.061233
-0.60176,1.252,0.5372,0.021455,0.93159,0.048265,0.47636,-0.076127
-0.71526,0.8898,0.44232,0.13898,0.60483,0.01415,0.4902,-0.11509
-0.61539,-0.053652,0.30998,0.073506,0.52024,0.033023,0.17107,-0.15746
4.4921,0.11083,0.11577,0.0045238,0.34925,-0.030997,0.31072,-0.13434
4.4717,-2.579,-0.051062,-0.020712,0.71644,0.0079824,-0.10509,-0.0085653
4.443,-1.3994,0.0044222,-0.060874,-0.016533,0.036765,-0.012997,0.02614
-0.53748,-1.1363,-0.087763,-0.17798,0.13891,-0.011674,0.11989,-0.015429
-0.61503,-1.5404,-0.36547,-0.062024,0.22789,-0.019837,0.021713,0.086912
-0.65779,-0.95712,-0.31525,-0.029633,-0.39953,-0.013388,-0.15851,0.063134
-0.73831,-0.082634,-0.40469,-0.057823,-0.30593,-0.048382,0.24981,0.12388
-0.85241,-0.67512,-0.88866,-0.061542,0.057845,-0.012451,0.0927,0.30269
