tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.64513,-0.81401,0.18025,0.11161,-1.3375,0.0092338,-0.31413,-0.0799
-0.46467,-0.33609,0.13331,-0.00037687,-1.5117,-0.011475,-0.20459,-0.088467
-0.51892,-1.7171,-0.24139,-0.13229,-1.8597,0.0079824,-0.28498,0.09251
-0.6276,-1.7023,-0.38096,0.016278,-0.86124,0.0050881,-0.26519,0.069194
-0.6335,-3.4009,-0.6752,-0.13322,-1.502,0.0077513,-0.41671,0.51068
-0.81077,-0.33747,-1.0494,0.06418,-1.0089,-0.0025102,-0.23001,0.14681
-0.83335,-0.78304,-0.21202,-0.048054,-1.2544,0.017602,-0.21916,0.1912
-0.56102,0.31342,-0.070598,-0.010352,-0.86911,-0.043165,-0.094889,0.074768
-0.60275,0.05025,-0.25176,0.13745,-0.22391,-0.039642,-0.10169,0.16557
-0.59895,1.3587,0.17114,0.13161,-0.73734,0.0022066,-0.074834,-0.044293
-0.40683,0.95883,0.25452,-0.18401,-0.74714,-0.01222,-0.19963,0.074451
-0.55796,1.3795,0.24974,0.12997,-0.11979,-0.009608,-0.020813,-0.011875
-0.60209,1.4348,0.20389,0.019033,-0.56798,0.034878,0.0032757,-0.10339
-0.60338,0.85482,0.45901,0.10954,-0.85214,0.0080016,-0.1289,-0.094527
-0.73365,0.73198,0.39098,0.04326,-0.74828,0.034179,-0.073658,-0.15398
-0.67718,1.021,0.3119,0.074109,-0.84645,-0.0074902,-0.20345,-0.13904
-0.5738,-0.47075,0.21496,0.042868,-0.12015,0.023859,-0.005214,-0.12028
-0.5735,-0.84457,0.23222,-0.041092,-0.18099,0.004196,-0.11134,-0.10163
-0.31218,-0.08092,-0.12405,-0.029049,-0.89124,0.01139,-0.10366,-0.059553
-0.51132,-2.7272,-0.56881,-0.16898,-0.69972,0.040455,-0.28277,0.1353
4.5337,-0.89082,-0.28585,-0.014636,-0.82557,0.030129,-0.31086,-0.053736
4.5234,-3.1729,-0.58471,-0.11964,-0.94694,0.03097,-0.46499,0.41353
4.4812,-0.83395,-0.19855,0.011383,-0.83187,0.033267,-0.15418,0.21376
-0.70745,-0.27581,-0.295,-0.014751,-0.72968,0.037695,-0.18311,0.18667
-0.53276,0.51653,-0.59811,0.029233,-1.1158,0.022075,-0.24392,0.15954
-0.63567,0.40042,-0.084769,0.052406,-0.88518,-0.014094,-0.3472,0.10986
-0.63743,1.2634,0.1689,-0.049011,-1.4406,-0.025966,-0.24284,0.0064511
-0.48044,1.1204,0.18722,0.044949,-1.521,-0.03146,-0.3058,0.026579
-0.68819,1.4861,0.29755,0.090558,-0.68839,-0.031075,-0.17552,-0.072185
-0.63348,1.2916,0.29057,0.041019,-1.0217,-0.035329,-0.1437,-0.14398
-0.63078,1.2732,0.60862,0.068836,-0.90975,-0.0063479,-0.13074,-0.12388
-0.70586,0.48598,0.30811,-0.011135,-1.0343,-0.046675,-0.077274,-0.15846
-0.6797,-0.44006,0.26695,-0.0011219,-0.33108,0.023449,-0.21493,-0.20032
-0.60802,-1.0217,0.032315,0.014306,-0.46543,-0.037851,-0.26649,-0.11964
-0.60195,0.017575,0.085538,-0.008277,-0.99452,0.024206,-0.12567,-0.034388
-0.48689,-0.92727,-0.033602,-0.012317,-0.73426,-0.016674,-0.34947,0.056563
-0.42294,-1.7014,-0.31663,-0.063925,-0.69286,0.030431,-0.35097,0.13885
-0.60243,-1.9115,-0.12005,-0.026749,-0.80342,-0.029066,-0.3102,0.15997
