tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.5713,0.45106,-0.40449,0.12974,-0.070166,-0.032011,0.10337,0.19154
-0.66152,1.0584,-0.017837,0.052818,-0.64038,-0.037081,0.020923,0.070654
-0.67549,-0.14486,0.30252,0.34695,-0.029789,0.032959,-0.14267,-0.081652
-0.83717,1.2141,0.16503,-0.10433,-0.3174,0.0095867,0.2016,-0.098056
-0.74631,0.34951,0.30951,0.41257,0.31997,0.025958,-0.073633,-0.21707
-0.64227,0.083484,0.3572,0.038642,-0.081823,0.022114,-0.48797,-0.20828
-0.64871,0.2814,0.7494,-0.3338,-0.73283,0.046147,-0.16498,-0.17165
-0.6536,0.82863,-0.010578,0.17284,-0.37401,0.023943,-0.21549,-0.08725
-0.44634,-1.383,-0.00053074,-0.26848,-0.27674,0.037233,-0.0048865,0.075619
4.4425,-0.95994,-0.0087085,0.15412,0.17797,0.024071,-0.3422,0.0012428
4.4218,-0.87512,-0.13836,-0.24086,-0.55434,0.025887,-0.16641,0.19558
-0.70219,-0.2575,-0.70331,-0.00053745,0.26109,0.011506,-0.21389,0.18716
-0.9434,0.37344,-0.42933,-0.0046096,-0.79159,0.016222,-0.43118,0.22593
-0.76152,-0.069675,-0.71998,0.074373,-0.55344,0.0037917,-0.29739,0.33786
-0.67975,0.55391,-0.24085,-0.053179,-0.50793,0.026099,-0.25432,0.24633
-0.6749,0.80006,0.16309,-0.059679,0.10311,-0.042048,-0.12979,0.037896
-0.5429,0.98968,0.50984,0.092126,-0.97511,-0.048139,-0.16014,-0.026648
-0.57616,0.76615,0.39031,0.0039072,0.036895,0.0037211,-0.074384,-0.15525
-0.66891,0.53398,0.41049,0.014627,-0.4779,-0.032024,0.041698,-0.20083
-0.66701,-0.78425,0.065091,0.16685,-0.33967,0.027196,-0.12998,-0.20565
-0.75567,0.68576,0.80473,0.23273,-0.88783,0.013007,-0.25188,-0.16978
-0.73284,-0.85505,0.44539,-0.13128,-0.28195,0.0047159,-0.14339,-0.15727
4.4389,-0.34116,-0.038657,0.29379,-0.2307,-0.025786,-0.20314,-0.12738
4.4142,-1.3186,0.071078,-0.082211,-0.79424,0.0066219,-0.47115,0.078418
-0.67511,-0.13448,0.2962,0.076306,-0.58362,-0.057585,-0.030741,0.095917
-0.52787,-0.10979,-0.78136,-0.023994,-0.73647,-0.018586,-0.52313,0.17725
-0.62383,-0.76056,-0.76551,-0.2689,-0.32411,0.0082904,-0.4488,0.35935
-0.68505,-0.45132,-0.53926,0.0015371,-0.47141,-0.01444,-0.40585,0.36028
-0.67148,1.2791,0.20747,-0.10508,-0.23355,-0.058715,0.10082,-0.033706
-0.90769,1.3357,0.13617,-0.16161,-0.707,0.02169,-0.14955,0.048166
-0.72078,0.56269,0.22816,0.075368,0.35665,-0.0025102,0.36819,0.011781
-0.65921,0.55515,0.75316,-0.053783,-0.78105,0.017448,-0.083901,-0.083891
-0.66068,0.816,0.37571,0.18284,-0.049852,-0.0033509,0.42831,-0.12266
-0.59319,0.8671,0.43598,0.20543,0.25832,0.038234,-0.070698,-0.15009
-0.6119,-0.55439,-0.014805,0.12619,0.38618,0.038324,-0.15675,-0.24128
4.4282,-0.41154,0.32958,0.13872,0.025482,0.034942,-0.044805,-0.17577
4.4052,-1.1673,0.28715,0.13425,-0.16608,-0.0020674,0.070378,-0.12575
-0.96505,-0.93426,0.42523,-0.28938,0.044024,-0.0012652,0.11422,0.025654
-0.74665,0.070704,-0.39349,-0.1249,-0.27034,-0.017386,-0.13052,-0.0031623
-0.68119,-1.0734,-0.63189,-0.17837,0.25018,0.00093595,-0.53486,0.19118
-0.6747,-0.33692,-0.52193,0.0016142,-0.04641,-0.053087,-0.20454,0.32737
-0.59965,0.17942,-0.3533,-0.18893,-0.044265,0.022524,-0.082309,0.17504
-0.50757,0.66537,-0.091983,-0.34218,-0.88021,-0.024291,-0.082739,0.14715
