tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.67746,0.40269,0.19013,0.55206,0.25543,0.049311,-0.40518,-0.2544
-0.69896,0.57132,0.33969,-0.13307,-0.1443,1.8252e-05,0.80961,-0.23805
-0.69825,0.10311,0.42608,0.35164,0.35377,0.031644,0.28032,-0.17148
-0.92837,0.84761,0.55679,0.30986,0.025527,0.023481,-0.16096,-0.19716
4.3911,0.28092,0.30027,0.18356,0.01538,-0.0306,-0.11317,-0.12787
-0.74017,-0.23101,0.29418,0.16716,0.19635,0.022524,0.050965,-0.020004
-0.71791,-0.70513,-0.0043852,-0.075268,-0.10268,-0.019825,-0.11319,0.046
-0.53952,-0.030269,-0.7628,0.098324,-0.022904,-0.02603,-0.54789,0.2905
-0.63741,-1.2718,-0.96759,-0.03876,0.010435,0.018488,-0.4708,0.57698
-0.7146,-0.39612,-0.6795,0.40838,-0.088708,-0.0018685,-0.59849,0.34521
-0.70606,0.20023,-0.68698,0.05055,-0.11803,-0.021878,-0.24295,0.29181
-0.92325,0.2222,-0.0021303,0.061418,-0.46244,-0.095699,-0.50092,0.25974
-0.85243,0.14301,0.19372,-0.064728,0.074055,-0.017142,-0.12389,0.13977
-0.73405,0.063273,0.28678,-0.42103,-0.14295,-0.0025808,-0.12492,0.068294
4.3867,-0.70599,0.4328,-0.033956,0.098088,-0.012034,0.1248,-0.084646
-0.72565,0.49694,0.60039,-0.33622,0.30132,0.076861,-0.097991,-0.11315
-0.56448,0.077723,0.19917,-0.20008,-0.27238,-0.059697,-0.5054,-0.22873
-0.66104,-0.64051,0.52713,0.43711,0.092763,0.0068721,-0.071424,-0.34754
-0.71467,-0.18343,0.10652,0.027389,0.36108,0.051422,-0.3621,-0.26849
-0.7073,0.90763,0.76221,-0.39519,-0.21661,-0.0011754,-0.4707,-0.11823
-0.93296,0.49552,-0.1543,-0.27742,0.0020856,0.023821,0.13542,-0.073036
-0.71143,-0.4816,-0.33722,0.25111,0.11239,0.027434,0.31515,-0.031905
-0.69339,0.87004,-0.27459,0.11453,0.29168,0.058052,-0.30472,-0.051351
4.5496,-0.45327,-0.41336,0.062786,0.18935,0.055292,-0.043321,0.24019
4.3861,-0.4602,0.16019,-0.26067,0.34254,0.027447,0.37515,0.26438
-0.57188,-0.51556,-0.16558,-0.21416,0.35191,0.080346,0.044902,0.40734
-0.73531,-0.32222,-0.27419,-0.20607,0.15971,0.011384,0.11316,0.38722
-0.72936,-0.05956,-0.43677,0.097039,0.34934,0.084819,0.27965,0.18288
-0.87379,0.21759,-0.31207,0.10957,0.37442,0.05225,0.086882,0.1866
-0.83829,-0.4266,0.17422,0.54286,0.16735,0.034333,-0.76793,0.082702
-0.6986,0.40223,0.26767,-0.14247,0.26089,0.011647,-0.031345,-0.11677
-0.69374,0.20305,0.38303,0.37206,0.28597,0.035879,-0.4221,-0.1203
-0.4667,-0.17889,1.0395,-0.061137,0.10154,0.036938,0.39523,-0.23454
4.3932,0.28858,0.92687,-0.37827,-0.011639,0.017416,0.26036,-0.18463
4.3336,0.016842,0.22378,-0.03113,0.12744,0.0031692,0.12767,-0.24659
-0.73654,-0.70717,0.7969,0.37396,-0.029551,-0.012111,-0.15352,-0.18779
-0.85775,0.48555,-0.057608,-0.113,-0.25345,-0.071165,-0.24219,-0.14296
-0.87289,-0.98559,-0.77483,0.23763,-0.068496,-0.040258,-0.28427,0.21997
-0.77615,-0.35078,-0.569,0.35785,-0.0077406,0.0091953,-0.65709,0.14201
-0.70327,-0.58031,-0.85394,0.070063,-0.2127,-0.043832,-0.14001,0.22303
-0.68626,1.5904,0.23039,0.4435,-0.23697,-0.076196,-0.22572,-0.023898
-0.52711,0.32752,-0.17124,0.19494,-0.026327,-0.039745,-0.11145,0.17265
-0.64434,-0.46018,-0.17181,-0.041805,-0.20579,-0.0090497,0.26576,0.27964
4.3964,-0.28598,0.3308,0.22746,0.098332,0.0034773,0.48038,0.23759
-0.74221,0.14492,0.40678,-0.35423,0.40659,0.053713,0.088173,0.054567
-0.97407,0.76619,0.39362,-0.10416,-0.19272,-0.0073234,-0.36211,-0.01392
-0.74922,-0.047622,0.44994,0.056864,0.12515,0.04668,0.17154,-0.1361
-0.71055,-0.15802,0.26491,-0.29712,0.36092,0.077099,-0.13509,-0.19745
-0.70839,0.75774,0.17871,0.14104,0.022734,0.024174,-0.20749,-0.15878
-0.55477,0.46462,0.014855,-0.00076867,-0.22328,-0.014357,0.36294,-0.2663
-0.63599,-1.0341,-0.29409,-0.047405,-0.13199,0.0022451,-0.20833,-0.2507
-0.68905,0.27795,0.63314,0.14951,0.27236,0.054875,0.23867,-0.16613
-0.67876,-0.64796,0.0039597,-0.0066392,-0.12077,-0.012753,0.45804,-0.071819
4.3821,-0.33256,0.11887,0.15869,0.36043,0.021183,0.31413,0.033734
-0.83225,0.27306,0.097172,-0.28753,0.27989,0.073357,0.0035583,0.14355
-0.7326,-0.4506,-0.57125,-0.35883,0.090137,0.023506,0.16125,0.28393
-0.71746,-1.1532,-0.68957,-0.02314,0.39864,0.063507,-0.10188,0.45273
-0.60103,0.68754,-0.30184,0.1277,0.40099,0.044414,-0.093277,0.12763
-0.51615,0.22826,-0.97368,0.11269,0.20645,0.048207,0.091769,0.2086
-0.68102,0.84052,-0.38473,0.15255,0.39739,0.05707,0.25567,0.20923
-0.70198,0.076734,-0.0089526,0.10166,0.33624,0.042938,0.37695,0.033734
-0.70917,0.64803,1.8061,-0.26503,0.3313,0.024334,0.39212,-0.071746
4.3988,0.69065,0.84092,-0.46778,0.050761,0.01997,0.9896,-0.097715
4.3694,-0.24029,0.064815,0.42912,0.38774,0.051884,0.63607,-0.25706
-0.72847,0.14162,1.4944,-0.15289,0.19977,0.059778,-0.16003,-0.23211
-0.71773,-0.24383,0.029013,-0.39355,0.048725,0.0011477,0.094261,-0.16713
-0.60378,-0.1253,-0.21245,0.043376,0.15557,-0.017251,-0.047547,-0.19553
-0.65558,-0.030263,-0.18482,0.35124,0.14562,0.0027585,-0.21518,-0.1462
-0.71107,-0.86564,-0.43318,-0.07828,0.086906,0.051807,-0.3992,0.053642
-0.70208,0.73466,0.015433,0.021763,0.37264,0.036322,0.55884,-0.0097092
-0.88281,0.68526,-0.21358,0.089107,0.12784,0.0019563,0.1909,-0.0001201
-0.78619,0.28518,-0.2644,0.10469,0.20046,0.0095161,-0.025655,0.16728
4.4067,-0.029601,-0.15658,0.043305,0.20388,0.016171,0.71702,0.34932
-0.74509,-0.87264,-0.19624,-0.2811,0.5575,0.11588,0.49059,0.21303
-0.55371,0.59114,0.11663,-0.025362,0.014693,0.037265,-0.47466,0.068586
-0.58439,-0.19952,-0.019552,-0.054772,0.25585,0.060163,0.4186,0.22627
-0.75258,-0.19461,0.042523,0.31348,0.49321,0.071849,0.51886,0.071214
-0.71475,0.19363,0.019975,0.49561,0.22429,0.05836,-0.11642,-0.060673
-0.88071,0.47774,0.17498,-0.68241,-0.14048,-0.043993,0.1654,-0.16418
-0.88229,-0.35186,-0.19415,0.12897,0.33329,0.031278,0.5174,-0.20181
-0.71269,-0.075859,0.46091,0.12405,0.49015,0.10655,0.41196,-0.27438
-0.68824,-0.29918,0.26575,0.043093,0.29633,0.044838,0.83951,-0.19385
4.3872,-0.38953,0.53462,-0.018669,0.53599,0.060818,0.61005,-0.1148
-0.59867,-0.064582,0.46899,-0.076745,0.43267,0.084883,0.45012,-0.1324
-0.72688,-0.55463,-0.18887,-0.042505,0.15157,-0.0029466,0.19887,0.012682
-0.7307,-1.6987,-0.59759,-0.01971,0.23923,0.033781,0.23749,0.46349
-0.71981,1.1515,-0.16128,-0.11232,0.44111,0.05234,0.20041,0.0065485
-0.80381,0.43922,-0.70689,0.3216,0.22971,0.056107,-0.58749,0.14104
-0.71872,0.12914,-0.54375,-0.39205,0.03362,0.0039971,0.63858,0.40038
-0.6949,-0.78265,-0.65565,0.1947,0.27985,0.029943,0.61052,0.33455
-0.6986,0.86637,-0.072666,0.044712,0.2976,0.022749,0.9258,0.021224
4.387,0.056241,0.40363,-0.042851,-0.08804,0.012141,0.26763,0.075498
4.3751,-0.93851,-0.12175,0.10613,0.58322,0.060291,0.67595,0.049286
-0.74069,0.34263,0.57764,0.54093,-0.043237,-0.020774,0.17304,-0.10029
-0.7366,-0.26135,0.44363,0.085189,0.16157,0.03362,0.14791,-0.15133
