tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
4.4359,-1.1073,0.22269,0.05398,0.39697,-0.037787,0.11994,-0.14026
-0.66614,-1.6103,-0.053266,-0.0093432,0.53081,0.013906,0.13613,-0.12896
-0.78956,-0.82336,-0.16939,-0.098442,0.18797,-0.01462,-0.12134,-0.0052067
-0.71445,-0.79211,-0.21494,-0.05352,0.23779,0.0066732,-0.015187,-0.019371
-0.69496,-1.2483,-0.31821,-0.078158,0.12874,0.015818,-0.011218,0.089614
-0.64108,-1.5219,-0.35652,-0.13044,0.70797,0.024527,0.10311,0.097329
-0.62952,-1.3375,-0.092375,-0.025779,0.14358,0.036386,-0.050784,0.31598
-0.47534,-0.80867,-0.31264,-0.029961,-0.1656,-0.01856,-0.013614,0.42119
-0.64212,-0.076623,-0.36418,0.00796,0.11106,-0.018817,-0.047508,0.20975
-0.62911,0.35056,-0.19215,0.031943,0.83416,0.018661,0.070493,0.18273
-0.62261,1.4366,0.11262,0.03432,0.12956,-0.040001,0.067835,-0.051108
-0.69977,1.103,0.24037,0.06249,0.62959,0.027055,0.074308,0.09105
-0.61801,1.2287,0.34718,0.045528,1.0198,0.0011221,0.28934,0.015651
-0.6014,0.97672,0.42752,-0.11024,0.61335,0.002951,0.37718,-0.077636
-0.59857,0.99941,0.59776,-0.0031066,0.53216,0.056165,0.41576,-0.081628
-0.42904,0.47907,0.49945,-0.019363,0.48353,0.043503,0.13607,-0.11882
-0.54354,-0.14719,0.46997,0.049696,0.74037,0.0085022,0.35907,-0.14515
-0.59799,-0.17713,0.30081,0.01647,0.64153,0.026754,0.11603,-0.1398
-0.60124,-0.42927,0.054639,-0.029678,1.3577,-0.0064698,0.44725,-0.099613
-0.70986,-1.1543,-0.050311,0.056903,1.2005,0.034307,0.32016,-0.058872
4.4946,-0.80228,-0.076951,0.017408,0.93517,-0.027859,0.20192,-0.046021
4.4753,-1.5425,-0.36005,-0.1235,1.0789,-0.0055265,0.30727,0.043688
-0.65824,-2.0193,-0.39043,0.04748,1.15,0.020477,0.12598,0.1517
-0.39501,-0.50256,-0.29067,-0.11353,0.89756,0.043073,0.20146,0.16066
-0.53398,-0.36843,-0.52682,-0.041368,0.84918,0.00076268,0.13986,0.15895
-0.56455,-0.14895,-0.55493,-0.058864,0.70496,0.020721,0.04941,0.18307
-0.64807,-0.52702,-0.28282,-0.040873,1.0233,-0.014761,0.23825,0.35448
-0.6312,0.83798,-0.10091,0.058579,1.0488,0.039441,0.29911,0.13897
-0.72283,1.0518,-0.098182,0.038077,0.87236,0.046718,0.20383,0.12398
-0.57813,1.1376,0.22544,0.068682,1.1445,0.046231,0.29743,0.038431
-0.61823,0.87561,0.29634,0.048476,1.8409,0.029385,0.50317,-0.057338
-0.62034,1.3733,0.45813,0.048264,1.1024,0.0168,0.29836,-0.074521
-0.56671,0.97337,0.46627,0.12685,1.5,-0.030978,0.4458,-0.13111
-0.66165,0.054758,0.45979,-0.036827,1.8429,-0.0079266,0.78381,-0.17725
-0.60737,-0.34013,0.26844,0.038822,1.7012,0.035667,0.32088,-0.18061
-0.61226,0.42268,0.33055,0.14117,1.1589,0.044569,0.32214,-0.10322
-0.72717,-1.0218,-0.075615,-0.04368,1.3732,-0.021763,0.48853,-0.11071
-0.66972,-0.36474,-0.0023552,0.029246,1.0295,-0.034765,0.25035,-0.10356
-0.58963,0.081589,-0.027133,-0.14947,1.13,0.035603,0.52903,-0.082431
-0.5887,-0.057499,-1.0477,-0.076154,1.535,-0.010288,0.50949,-0.064542
-0.34177,-0.98381,-0.59564,-0.10844,1.3709,0.032754,0.3169,0.15744
4.5188,0.033321,-0.47328,-0.039492,1.1984,0.018218,0.29091,0.014288
4.5,-1.0562,-0.39321,-0.052139,1.395,0.057442,0.072587,0.39729
4.4294,0.36847,-0.14079,0.11225,1.4487,0.016396,0.38319,0.12172
-0.74945,0.66479,-0.108,-0.13409,0.76209,0.02692,0.31154,0.18263
-0.65137,0.90328,-0.019289,-0.014848,0.9348,0.016569,0.13198,0.12408
-0.63814,1.2191,0.10173,-0.025773,0.88761,0.021921,0.16574,0.055735
-0.6367,1.07,0.18539,-0.087953,0.60215,-0.013824,0.14937,-0.014772
-0.60268,1.3119,0.35402,0.010369,0.91906,0.007392,0.33823,-0.10475
-0.58036,1.1557,0.52904,0.062818,0.60617,-0.039282,0.05966,-0.14164
-0.60508,-0.14023,0.39514,0.066492,0.58715,0.044164,0.31195,-0.22016
-0.62484,-0.5286,0.33103,0.065239,0.85792,-0.037344,0.20018,-0.13941
-0.87582,0.062317,0.32722,0.082767,0.70934,-0.038025,0.038506,-0.12914
-0.79057,0.21392,0.087074,0.13436,0.39523,0.0036377,0.13099,-0.13529
-0.68306,-0.61269,0.0019618,-0.061883,1.3494,0.016787,0.31567,-0.065248
-0.60963,-0.88839,0.012947,-0.082038,1.1627,0.022993,0.20582,0.093702
-0.59751,0.14416,0.28253,0.079286,0.59726,0.0016996,0.53652,-0.001118
-0.4358,-1.0038,-0.36208,-0.074105,0.262,-0.052958,0.38716,0.13673
-0.5661,0.21116,-0.31902,0.099204,0.6038,-0.052047,0.14448,0.0027031
-0.60248,0.50622,-0.28961,-0.06117,1.1399,0.048592,0.44917,0.038042
-0.6019,0.24568,0.077836,-0.10102,1.3029,0.024931,0.34178,0.13756
-0.73799,0.6747,-0.1212,-0.02479,1.1162,0.011153,0.45419,0.16713
4.5131,1.3286,-0.059336,0.0568,1.1939,-0.0065661,0.5402,0.034561
4.4813,0.92873,0.054472,-0.095416,1.006,0.025983,0.45784,0.11123
4.4396,1.1844,0.25953,-0.018258,1.2864,0.050479,0.26474,-0.019225
-0.3681,1.312,0.2806,0.012135,0.9013,0.010594,0.21885,-0.040448
-0.64752,0.84995,0.40599,-0.040976,0.8909,-0.00019994,0.26801,-0.13327
-0.65142,0.9317,0.37652,0.060133,0.32247,-0.016603,0.090703,-0.09494
-0.65162,-0.047371,0.36277,0.075696,0.66084,0.016492,0.31009,-0.18207
-0.6398,-0.54771,0.23754,-0.1002,0.1895,0.033235,0.0698,-0.15995
-0.71662,-0.59577,0.055551,-0.0055023,0.1361,0.003888,0.1876,-0.18467
-0.70299,-1.4412,0.094282,0.071701,-0.033238,-0.00038605,-0.14114,-0.014625
-0.6275,-0.70802,0.060999,-0.08417,0.12619,-0.0045061,0.24659,-0.081141
-0.61315,-0.73268,0.083072,0.04071,0.16019,0.0051972,-0.046064,-0.025578
-0.38718,0.079104,-0.29332,0.066274,-0.32836,-0.060993,-0.13189,-0.06223
