tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.65733,-0.14719,0.15853,0.06215,0.10583,0.00048673,-0.26249,-0.27857
-0.685,-0.11473,0.13333,0.069016,0.77621,-0.037935,0.78484,0.18947
-0.70792,0.047938,-0.36213,0.20848,0.34683,0.031637,0.31047,0.27149
-0.72144,0.61481,0.27567,-0.019601,0.49664,-0.022154,-0.21908,-0.19521
-0.6683,0.74189,0.81235,0.13055,-0.2695,-0.006149,0.95963,-0.093821
4.4208,0.1165,0.24703,-0.20398,0.4861,0.030001,0.67807,0.39902
-0.7165,-0.95978,0.49956,-0.066668,0.2598,0.0083867,0.10849,0.12232
-0.71653,0.80031,-0.095054,-0.1627,-0.19669,0.001828,0.003995,-0.13485
-0.73218,0.31915,0.082037,0.02421,-0.3133,0.0026623,-0.15691,-0.065638
-0.67419,0.19052,-0.65078,0.15823,-1.0008,-0.042928,0.27504,0.21026
-0.59676,-0.4133,-0.035869,-0.041169,0.036336,0.01748,0.52068,0.029718
-0.63914,-0.63749,0.31823,-0.18873,-0.14176,-0.038333,0.72049,-0.23143
4.3922,0.4979,0.4813,-0.038394,1.2062,0.027029,0.44026,-0.015964
-0.79272,0.3066,-0.067186,0.095132,-0.26891,-0.027166,-0.033836,0.37067
-0.60796,-0.92011,-0.1269,-0.018078,0.080702,0.014695,-0.12713,0.012706
-0.68691,0.17205,-0.085713,0.28313,0.18077,0.02065,0.19397,-0.19813
-0.53429,0.53869,0.3876,-0.26115,0.42571,0.0059352,0.3361,0.1084
-0.69451,-0.56083,0.29148,-0.53862,-0.24562,0.034429,0.84176,0.27478
-0.84004,-0.032806,0.75232,-0.11691,-0.5087,-0.019529,0.84111,-0.1314
-0.67444,0.47426,0.3657,0.39455,0.56618,0.046725,1.3429,-0.19261
4.4185,0.090817,0.237,0.21896,1.6518,0.071098,0.61892,0.21846
-0.35928,0.21442,-0.2427,-0.25125,0.42748,-0.033192,0.47754,0.20308
-0.61812,-1.9084,0.25274,-0.19825,0.3355,-0.058484,0.44066,-0.10643
-0.69445,-0.27186,0.58978,0.069954,0.36372,-0.0043007,-0.14417,-0.20032
-0.83178,1.0497,-0.86233,0.3017,0.66393,-0.041163,0.35322,0.1077
-0.71152,-1.051,-0.67656,-0.07828,1.3444,0.0056079,0.67776,0.081826
-0.66146,-0.59792,0.11406,-0.33981,0.82415,-0.0244,1.0585,-0.16267
-0.49213,0.61683,0.67916,0.36571,0.97059,0.022826,0.56595,-0.094892
4.3993,0.073979,0.021998,-0.25349,0.20537,-0.0011241,0.54651,0.30676
-0.70922,1.0052,-0.22028,-0.26398,1.3002,0.010447,0.62317,-0.060819
-0.70138,-0.29488,-0.27319,-0.19547,0.78896,0.024841,0.35364,-0.35329
-0.68126,0.34987,0.17206,-0.035138,1.1306,-0.0040633,0.59578,-0.028328
-0.46941,0.30084,-0.065201,-0.32899,-0.70389,-0.0032611,1.4193,0.30639
-0.60826,-1.813,-0.10689,-0.044496,-0.25909,0.043214,0.60436,0.029742
-0.67136,-0.58115,-0.0054451,0.12229,0.32325,0.0081171,1.3407,-0.26857
4.4169,0.64508,0.53645,0.054192,1.4569,0.013957,0.52146,0.043372
-0.65165,-0.019506,-0.63316,0.1375,0.46641,-0.017232,0.15257,0.33759
-0.69244,-0.64618,0.35968,-0.36319,-0.15726,-0.024368,-0.14251,-0.0098553
-0.57749,0.63393,0.008752,-0.072044,-0.22699,0.0015392,0.20509,-0.32965
-0.68626,1.4121,-0.50346,0.11898,1.1006,0.029468,0.069948,0.043445
-0.68017,0.43784,-0.36596,-0.12107,1.0203,0.044209,0.54525,0.059848
-0.76565,0.065662,-0.032143,-0.042517,-0.68487,0.037939,0.59265,-0.14741
-0.66239,0.57805,0.76981,0.152,0.9216,0.0016034,0.70858,-0.21327
4.411,0.2241,-0.013398,0.10718,0.13022,0.033723,0.92571,0.19427
-0.67237,-0.69173,-0.53173,-0.31102,0.81562,-0.031472,0.017218,0.1932
-0.70617,-1.1509,-0.30292,0.08937,0.40809,-0.016584,0.4286,-0.20867
-0.76504,0.55984,0.65915,-0.1411,0.53591,0.007546,0.36729,-0.082066
-0.67615,-0.046003,-0.37025,-0.27372,-0.19289,-0.0082346,0.68123,0.44198
-0.66197,-0.67982,-0.80848,0.30975,1.0749,-0.0019968,0.45308,0.0077897
-0.53826,0.21973,-0.078165,0.24559,0.26766,0.047206,1.8043,-0.19256
4.4154,0.8049,0.24696,0.21798,1.3661,0.073043,0.80609,-0.047457
-0.70983,1.4786,-0.46004,0.017074,0.36722,-0.0084336,0.87266,0.074354
-0.75556,-0.68768,0.2397,-0.53952,0.86675,-0.060858,0.44933,0.06805
-0.68722,-0.17868,-0.42256,-0.20646,0.9283,0.0092659,0.72238,-0.30687
-0.48419,0.81154,-0.2785,0.09246,0.8994,-0.017084,0.46126,0.041838
-0.60046,-0.33052,-0.42254,0.097219,-0.021285,-0.049416,0.9695,0.3381
-0.68072,0.3215,-0.020445,0.28416,-0.72322,0.016768,0.82556,-0.11582
-0.77663,0.63175,0.14612,0.086615,-0.16585,0.027382,0.73757,-0.22013
4.407,0.27454,-0.29938,0.059202,0.26983,0.00049315,0.74866,0.14423
-0.70259,0.014466,-0.61415,-0.069455,0.44681,0.0073855,0.4847,0.10714
-0.50527,-0.46752,-0.33888,0.012347,-0.57649,-0.020389,0.1869,-0.097691
-0.68825,0.29763,0.50238,-0.024264,-0.018794,0.013277,-0.15873,-0.1919
-0.68202,1.6691,-0.70534,-0.040231,-0.40692,-0.0018236,0.67292,0.069535
-0.73269,-0.49648,-0.38218,0.35933,-0.78721,-0.04708,-0.2055,0.092948
-0.66495,0.10649,-0.17117,-0.065916,-0.53145,-0.0098005,1.3339,-0.17586
4.4363,1.2084,0.23658,0.21115,0.46635,-0.044057,0.48192,-0.089245
-0.67624,0.96707,-0.48981,0.21575,-0.84181,0.021401,0.50817,0.17752
-0.70619,-1.3168,-0.41158,-0.15408,0.26416,-0.0094283,0.031879,0.093994
