tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.72765,0.64448,-0.084422,-0.31486,-0.060899,-0.054569,-0.18197,-0.01852
4.379,0.40273,0.58179,0.086647,-0.027046,-0.017149,-0.045036,-0.14559
-0.6201,0.1271,0.12077,0.17892,-0.027592,0.022075,0.49685,0.0080331
-0.74348,-1.621,-0.65725,-0.30467,-0.24116,-0.028244,-0.0077571,0.71495
-0.75663,0.36343,0.18365,0.075805,0.059142,-0.033468,-0.76767,-0.095111
-0.77339,0.7145,0.60881,-0.045678,0.0564,-0.027198,0.54562,-0.19823
-0.7063,-0.066888,-0.12437,0.25871,0.17713,0.065246,0.47542,0.13352
4.3761,0.27379,0.48127,-0.040263,0.083117,0.0097215,0.030016,0.24574
-0.73362,-0.63617,0.17917,0.0025006,0.048661,0.0041575,-0.031011,-0.19339
-0.73806,-0.06315,-0.09727,0.0012674,0.16438,-0.0099738,0.4183,-0.14074
-0.83627,-0.82079,0.30194,-0.27535,-0.12147,-0.024336,0.58977,0.28614
-0.6099,1.1404,0.57376,0.21354,0.11216,0.021267,0.028225,-0.040302
4.3437,0.21428,0.17361,0.2176,0.064974,0.039037,1.2278,-0.16766
-0.66058,-0.10615,0.18317,-0.2561,0.10381,-0.0050452,0.23919,0.041522
-0.74438,-1.1279,-0.7837,-0.36653,-0.16691,-0.023739,0.29747,0.4669
-0.83104,-0.29385,-0.066923,0.17134,0.19828,0.027068,0.00072624,-0.096255
-0.80653,1.1169,0.032302,0.12542,0.026504,0.019136,0.65337,-0.25645
-0.70217,0.078455,0.014771,0.11997,0.054473,-0.013741,1.1171,0.06676
4.3801,-0.4662,0.028223,0.20909,0.028173,0.025759,-0.16687,0.20955
-0.69371,0.14781,0.42315,-0.23756,0.010011,-0.042318,0.21422,-0.17883
-0.729,0.07256,-0.14774,-0.14038,0.18179,0.054098,0.30485,-0.10638
-0.90685,-0.84214,0.36789,-0.41523,-0.12273,-0.054312,0.060732,0.3372
-0.74538,0.17861,-0.1423,-0.11731,0.0083603,0.0014365,0.37304,0.023317
-0.75881,-0.22271,0.47949,-0.089546,-0.04729,-0.016147,0.45145,-0.22534
-0.44107,0.12239,0.47577,0.2185,0.066977,0.033062,-0.38283,0.078175
-0.7402,-0.65696,-0.47033,-0.32298,-0.24234,-0.030933,-0.028628,0.24389
-0.82348,0.21677,-0.23625,0.29875,0.13511,0.016299,-0.26325,-0.13201
-0.70742,0.78166,0.41488,-0.3402,-0.13522,-0.01677,0.28388,-0.2307
-0.70057,0.34526,-0.15805,0.17918,0.077189,-0.015878,0.67082,0.038407
4.3815,-0.78128,0.13125,0.10622,-0.13408,-0.030824,-0.048337,0.2866
-0.66806,-0.76107,0.24761,-0.24472,-0.10069,-0.027417,0.41057,-0.21867
-0.72277,0.48767,-0.6561,-0.21114,0.12665,0.0098178,0.3602,-0.12096
-0.82267,-0.71478,-1.2778,-0.13474,-0.042794,0.016858,-0.69694,0.24518
-0.72432,0.34989,0.0093045,0.10383,0.12352,0.021433,-0.30268,-0.0084437
-0.70531,-0.49455,1.6745,-0.24147,0.082539,0.014734,0.61378,-0.19375
-0.55169,0.15592,0.61121,0.39283,0.11708,0.0053704,0.2575,0.12125
-0.73264,-1.9242,-1.2688,-0.11092,-0.12791,0.0036377,0.21094,0.69003
-0.76539,0.39838,-0.14334,0.46318,0.18216,0.059226,-0.033085,-0.099492
-0.75141,0.82963,0.38669,0.049471,-0.22594,-0.0031327,-0.16545,-0.20234
-0.7059,-0.4415,-0.16942,0.17708,-0.026179,-0.023001,0.39548,0.1941
4.3881,-0.17302,0.043763,-0.39978,-0.06998,0.019149,0.70718,0.18414
-0.68065,-0.20194,0.36194,-0.13387,-0.1619,-0.039122,0.73717,-0.25516
-0.73356,-0.32027,-0.46251,-0.096052,0.062328,0.0010836,-0.28879,-0.0078109
-0.86233,-0.11986,-1.1456,-0.42105,-0.25265,-0.06553,-0.23147,0.1444
-0.60031,0.24947,-0.016366,0.65898,0.090002,0.010126,0.1236,0.015894
-0.69381,0.15067,0.93198,0.014511,0.066714,0.039601,1.3051,-0.19378
4.3565,0.5313,0.8103,0.070981,0.20738,0.045454,0.010044,0.13513
-0.7345,-1.1583,-0.12972,-0.053205,-0.038799,0.0074497,0.11071,0.37159
-0.73493,0.72106,-0.13788,0.55032,0.19516,0.022794,0.068541,-0.097837
-0.83943,0.88504,0.35127,-0.34518,-0.0642,-0.0054109,0.59097,-0.18107
-0.70028,-0.086488,0.11608,-0.21224,-0.047893,0.0046966,0.56904,0.15333
4.389,0.36037,-0.042075,0.17664,0.02003,-0.0010021,0.27879,-0.029496
-0.69826,-0.40237,0.18683,-0.33799,-0.0014852,0.026709,0.36161,-0.27993
-0.73819,-0.72108,-0.5251,0.17806,0.052591,0.012943,-0.22505,-0.011437
-0.86404,-0.13692,-0.83541,-0.45272,-0.19351,-0.018945,-0.318,0.094992
-0.74195,0.65883,0.26307,-0.057939,0.058192,0.034429,0.16213,-0.054053
-0.70325,0.49291,0.50708,-0.15911,0.02536,0.03088,1.078,-0.17752
4.3794,0.59222,0.33011,0.13702,0.067588,0.017846,0.10932,0.18604
-0.74032,-0.76827,-0.21581,-0.058812,-0.04465,0.0083482,0.35844,0.28368
-0.72409,0.89657,-0.17986,0.08447,0.063683,-0.033366,0.17364,-0.12393
-0.7554,0.2479,-0.029098,-0.040282,-0.0065204,0.029911,0.5763,-0.14897
-0.69914,0.31071,-0.022809,-0.17061,0.059328,0.035167,0.52573,0.071458
4.3949,0.82851,0.43992,-0.059281,0.0097989,-0.014594,0.26273,-0.022754
-0.6858,0.30189,0.72526,-0.18192,-0.088753,-0.0038836,0.33005,-0.33827
-0.73536,-0.56053,0.34199,-0.07451,-0.15223,-0.036209,0.10812,0.038699
-0.877,-0.71503,-0.3829,0.28331,-0.17883,-0.063983,-0.16793,0.33474
-0.72825,0.81192,-0.52944,0.2305,-0.079517,0.015074,0.28449,0.0019486
-0.70137,-0.35671,0.63188,-0.038863,-0.18779,-0.019639,0.14424,-0.20568
4.3849,0.27852,0.92756,0.25331,-0.24475,-0.063451,-0.6427,0.22262
-0.73805,-0.86468,-0.61555,-0.49924,-0.29745,-0.029374,-0.33446,0.20076
-0.71684,1.119,-0.24558,-0.092687,-0.029891,-0.0070731,-0.36865,-0.13001
-0.79659,-0.3689,0.22227,-0.30848,-0.084694,-0.046977,-0.20212,-0.12342
-0.70334,0.82772,-0.055887,0.13263,-0.046397,-0.00086094,-0.40384,0.081412
4.4805,0.050025,-0.064694,0.045643,-0.044477,0.019681,0.1642,0.035924
-0.6232,0.24549,0.66209,-0.34037,-0.081682,-0.00183,-0.10678,-0.2939
-0.72795,-0.74242,0.46761,-0.12271,-0.27111,-0.055532,-0.60621,0.18268
-0.77994,-0.78373,-0.237,-0.37123,-0.13521,-0.045803,-0.65,0.28261
-0.61913,0.78246,-0.090711,0.0021602,-0.27897,-0.016231,-0.012554,-0.073474
