tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
4.4967,0.97211,0.35217,0.07136,-0.32078,0.0046324,-0.12409,-0.082553
4.5233,1.311,0.16105,-0.026409,-0.42179,-0.015044,-0.12464,0.065543
4.5003,-1.2504,-0.18024,-0.019883,0.0039738,0.012295,-0.13625,0.21936
-0.84673,-1.1577,0.0070882,0.030267,-0.4514,0.031997,-0.09792,-0.046046
-0.65053,1.1473,0.3878,0.046157,-0.78173,0.025592,-0.218,-0.12512
-0.60938,0.72679,-0.034238,0.029014,-0.84637,-0.021724,-0.27564,0.053326
-0.29614,-1.776,-0.27012,-0.078833,-1.4483,-0.062507,-0.45905,0.19789
-0.68322,-0.61575,0.13591,0.076948,-1.0622,0.011018,-0.29512,-0.11745
-0.60728,1.3671,0.20576,-0.011283,-0.95613,-0.024567,-0.18827,-0.072209
-0.80324,-0.55253,-0.31321,-0.028194,-1.0349,-0.052567,-0.38759,0.19432
-0.57495,-2.5985,-0.47651,-0.075082,0.21781,0.036957,-0.029964,0.14841
-0.57216,1.0502,0.36233,-0.018477,0.033087,0.023384,-0.068675,-0.10864
-0.50387,1.1112,0.012812,0.062413,0.40863,0.0031179,0.069338,0.0745
-0.57715,-1.6108,-0.37858,-0.083701,0.85916,0.026991,0.089104,0.18346
-0.643,-0.45136,0.040692,0.10857,0.31498,0.0023221,0.12939,-0.095914
-0.54124,1.2834,0.39047,0.060332,0.79497,0.036559,0.1607,-0.10799
-0.5417,0.18522,-0.13004,-0.028612,0.64601,0.027222,0.10072,0.069632
-0.26424,-1.1138,-0.36559,-0.024951,0.78654,-0.027256,0.19429,0.093581
-0.44398,0.56628,0.35501,-0.015535,0.88975,-0.0067009,0.2979,-0.11813
-0.53253,1.3599,0.21167,0.072671,2.1535,-0.019221,0.79455,0.0066458
-0.86054,-1.376,-0.68312,-0.077831,2.1335,0.036322,0.72828,0.20142
4.5364,-1.2667,-0.14122,-0.085769,2.1614,0.021151,0.61696,-0.050816
4.4709,1.4039,0.42626,-0.030937,2.3296,0.029385,0.955,-0.094235
-0.47132,0.20583,-0.28343,0.015751,1.8831,-0.014261,0.78642,0.1932
-0.63802,-1.9739,-0.44247,-0.049056,1.3429,0.043221,0.58747,0.22148
-0.75286,-0.1436,0.31145,0.028186,0.87777,-0.032153,0.47291,-0.10874
-0.59879,1.5191,0.36407,0.040017,0.95462,-0.010911,0.50942,-0.041811
-0.5972,-0.92882,-0.37937,-0.012812,1.2252,0.039633,0.50864,0.25389
-0.34666,-1.889,-0.34177,-0.10576,1.007,-0.018361,0.60993,0.042763
-0.6523,0.77994,0.34839,0.040736,0.78541,0.012513,0.50942,-0.20076
-0.60203,1.1484,0.20034,0.02008,1.5272,0.052892,0.75767,0.011903
-0.79681,-1.3435,-0.46297,-0.010313,0.9951,0.019001,0.5216,0.17166
-0.56703,-0.35837,0.13171,0.010998,0.75483,0.0020654,0.35534,-0.10711
-0.55553,1.5311,0.36974,0.040453,0.99107,-0.014421,0.63783,-0.1021
-0.43779,0.33489,-0.40356,-0.048529,0.41384,-0.0052505,0.18907,0.15832
-0.55887,-1.8671,-0.25686,-0.052197,0.66504,0.010915,0.35598,0.057999
-0.87886,0.58013,0.36106,0.10407,0.63705,-0.01523,0.42207,-0.13865
-0.57448,1.4255,0.18103,0.15738,0.40116,-0.0063351,0.23874,0.002411
-0.53374,-0.045669,-0.21975,0.045001,1.3186,0.0042281,0.59445,0.031714
-0.37042,-0.046504,0.080958,0.068759,0.87767,0.048406,0.53631,-0.078804
-0.56364,1.1199,0.43379,-0.0074292,1.0396,0.046449,0.72015,-0.11563
4.568,0.55358,-0.21976,-0.016351,1.0296,0.0079567,0.45327,0.068634
4.5255,-2.535,-0.55843,-0.10239,1.1555,0.018404,0.55052,0.13985
-0.61225,-0.010303,0.27374,0.077655,0.88557,0.00086536,0.565,-0.12354
-0.61906,1.5405,0.40598,0.10777,0.50115,-0.02879,0.49077,-0.06004
-0.57859,-0.66515,-0.3081,-0.044939,-0.10366,0.0052293,0.19535,0.15754
-0.62133,-1.9752,-0.43772,0.012752,0.038835,-0.032518,0.15831,0.0069379
-0.75685,0.95329,0.34488,0.05285,-0.20886,-0.056796,0.20693,-0.16905
-0.63834,0.77236,0.023482,-0.040616,-0.64826,0.038472,0.042032,0.18789
-0.59267,-1.9922,-0.27987,-0.084838,-0.70337,-0.044429,0.11763,0.32859
-0.38908,-0.65446,0.27172,0.040312,-0.57042,0.028095,0.029792,-0.11346
-0.54971,1.4665,0.37427,0.03913,0.21535,-0.0081961,0.34548,-0.095379
-0.58202,0.632,-0.28085,-0.016954,0.054691,0.010793,0.14795,-0.0067887
-0.75202,-1.6578,-0.088116,-0.057579,-0.20691,0.033742,0.094614,0.11278
-0.56638,0.25985,0.37114,-0.027437,0.19577,-0.036215,0.25999,-0.1653
-0.55146,1.4543,0.29943,-0.02953,-0.48782,0.030136,0.21936,-0.050402
-0.4072,-1.6316,-0.32389,-0.046198,-0.40003,0.012911,0.09324,0.18546
-0.55147,-0.079616,-0.16771,-0.08074,-0.47252,0.005364,0.08423,-0.12217
-0.83936,1.3662,0.37272,0.085504,-0.87595,0.023654,-0.084402,-0.13515
-0.53704,0.48287,-0.086234,-0.12816,-0.11209,0.034288,0.29496,0.14958
-0.53038,-2.3258,-0.242,-0.086129,-0.33079,-0.018053,0.21032,0.29057
4.5428,0.37015,0.20233,0.044333,-0.66785,0.0075588,0.24611,-0.12685
4.5067,1.3377,0.26995,0.094528,-0.43574,-0.036266,0.26215,-0.052374
4.4953,-0.36492,-0.069698,0.04818,-0.18962,0.039775,0.26454,0.12201
-0.79781,-1.3155,-0.11148,-0.040006,-0.7653,-0.010083,0.1169,0.064619
-0.62772,0.59047,0.44964,0.057872,-1.0069,0.030347,-0.01231,-0.1422
-0.61385,1.2988,0.17533,0.002552,-1.4533,-0.014293,-0.01773,-0.026356
-0.43987,-1.9887,-0.43465,-0.068768,-1.5278,0.0083353,-0.22612,0.26979
-0.60126,-0.90626,-0.035484,-0.048484,-1.148,0.0054667,0.039001,-0.035921
-0.7697,1.3537,0.37963,0.0065599,-1.4324,0.014374,0.0063903,-0.14023
-0.68381,0.17138,-0.30933,-0.019472,-1.3833,-0.0062581,-0.15448,0.18156
-0.58548,-3.1576,-0.53755,-0.068235,-0.16913,-0.035272,0.21075,0.22053
-0.28175,0.39528,0.29157,0.051154,-0.40743,-0.0093641,0.11518,-0.15948
-0.54009,1.4463,0.29796,-0.020506,-0.09416,-0.020845,0.4116,0.019934
-0.56784,-0.77267,-0.47064,-0.0054253,-0.1265,0.024033,0.13206,0.10497
-0.64411,-0.66869,-0.1227,-0.090207,-0.6907,0.016139,-0.00029484,-0.0011423
-0.56179,1.1373,0.40637,-0.020744,-0.085741,0.022505,0.11572,-0.15569
-0.55269,1.1464,0.26509,0.041295,-0.48053,-0.03687,0.063808,0.0082765
-0.54839,-1.6572,-0.52922,-0.070753,-0.53851,-0.0084657,-0.12147,0.14262
-0.54524,-0.20001,0.038617,0.025565,-0.091167,0.011294,0.24739,-0.11969
-0.71645,1.7261,0.35209,-0.004494,0.65454,-0.011007,0.46317,-0.048066
-0.58879,-0.84332,-0.56732,-0.13105,0.67366,-0.017829,0.38565,0.23876
4.5455,-2.1207,-0.2166,0.01665,0.58591,0.020503,0.14566,0.061674
4.4675,0.82989,0.39273,-0.018631,0.15001,0.054073,0.24116,-0.14118
-0.61537,1.1208,0.02821,0.041738,-0.081649,-0.028411,0.14076,0.080487
-0.6388,-1.1141,-0.36278,-0.049095,-0.62188,0.023044,0.0294,0.14603
-0.66669,-0.48673,0.033998,0.0064956,-0.99943,-0.042408,-0.096604,-0.024653
-0.61348,1.2572,0.36713,0.05996,-0.4827,-0.0085042,0.069832,-0.10889
-0.60857,0.66713,-0.46828,-0.036152,-0.537,0.0095546,-0.10592,0.062939
-0.41017,-2.2268,-0.49046,-0.075184,-0.65881,-0.027372,-0.086688,0.073502
-0.58976,0.32611,0.29961,0.0018326,-0.94875,-0.019683,-0.17028,-0.1618
-0.87121,1.5423,0.27142,0.023375,-0.77288,0.00060224,-0.13079,-0.011656
-0.68668,-0.95116,-0.52351,0.033041,-0.59582,-0.053587,-0.14154,0.17786
-0.57428,-0.99335,-0.054242,-0.0084505,-0.83799,-0.057784,-0.25532,-0.048333
