tachometer_signal,underhang_bearing_axial,underhang_bearing_radial,underhang_bearing_tangential,overhang_bearing_axial,overhang_bearing_radial,overhang_bearing_tangential,microphone
-0.79198,-0.32398,-0.45381,0.23364,-0.40261,-0.020101,-0.10464,-0.099248
-0.65413,0.43004,0.52116,-0.016614,-0.45442,0.030116,-0.037343,-0.1517
-0.66786,0.4628,0.12434,0.17985,0.23198,-0.006226,0.762,0.085525
4.4081,-0.67004,-0.17438,-0.20778,-0.41068,0.030065,-0.028024,0.22019
-0.71354,-1.0236,-0.43282,0.07242,-0.10363,0.043901,-0.0064855,-0.17399
-0.70059,0.48757,0.15687,0.43689,0.44836,0.029994,-0.0069993,-0.14841
-0.8251,0.18726,0.36295,0.12085,0.55032,-0.0032483,0.031012,0.1462
-0.68489,-0.062784,-0.58196,-0.28451,0.45376,0.0018729,0.38124,0.19682
-0.6878,-0.49957,0.18888,0.21912,-0.3606,0.010915,-0.01974,-0.18326
-0.65915,0.28382,0.17571,-0.17458,-1.3454,0.046725,0.40733,-0.0992
4.4211,-0.84444,0.98244,-0.065627,0.86192,-0.044192,-0.28655,0.39639
-0.85327,0.19208,1.0951,-0.52387,-0.79423,-0.039905,-0.22939,0.099641
-0.7868,-1.6591,0.34632,0.21351,0.25644,0.0098627,-0.69318,-0.32523
-0.6955,0.17188,-0.17248,0.20566,0.46563,-0.0024974,-0.67584,-0.025091
-0.47507,0.71364,-0.46164,0.027537,-0.23568,0.001475,-0.024274,0.228
-0.67715,-0.74373,0.1714,0.016233,0.27766,-0.048537,-0.63758,-0.054418
-0.67716,1.2462,0.45134,-0.025844,-0.13157,-0.021288,1.0528,-0.13773
4.4143,0.26531,-0.012492,-0.27169,0.67206,0.026786,0.47751,-0.00033914
-0.70647,-0.10177,-0.6395,-0.25795,0.2069,-0.050276,0.2729,0.31364
-0.69591,0.23581,0.19225,-0.32414,0.37569,0.011916,-0.18895,-0.063861
-0.65097,0.50255,0.13548,0.11998,-0.65115,0.0039265,-0.29061,-0.33296
-0.70038,0.52426,-0.15461,-0.27954,-0.56772,0.0025339,-0.60907,0.10694
-0.90014,0.017883,-0.2919,0.02624,-1.0143,0.037028,0.3284,0.32832
-0.64692,-0.11769,0.78639,0.029246,-0.74615,0.0053576,-0.24357,-0.13782
-0.67701,-0.061172,0.57267,0.061225,0.097612,-0.0046537,0.011033,-0.18548
4.3891,0.27294,0.2426,0.26123,-0.71168,-0.0048719,-0.28746,0.24012
-0.69885,-0.27567,-0.58936,-0.2432,0.020255,-0.042209,-0.29067,0.085014
-0.70742,-0.60734,0.18243,-0.28404,0.19557,0.017718,-0.29476,-0.15873
-0.81452,0.36079,0.78481,0.01728,0.26142,0.024803,-0.091492,-0.16562
-0.68537,0.74323,-0.62532,-0.47696,0.28299,0.0078027,-0.6341,0.24479
-0.68499,-0.12501,-0.12395,0.07937,-0.020213,-0.023451,-0.08753,0.036946
-0.62144,-0.55464,0.30758,0.21591,-0.74329,0.035353,0.66827,-0.22344
4.3891,-0.42888,0.59708,0.083224,0.83641,-0.010385,-0.31218,-0.084256
-0.84008,0.47164,0.33401,0.13843,-0.19438,0.040057,-0.40834,0.24847
-0.69631,-0.71482,-0.61325,0.25193,0.6026,-0.017168,-0.51716,0.19096
-0.6929,0.35215,0.21778,-0.022729,0.65488,0.0031628,-0.74286,-0.19173
-0.51162,0.69179,0.89746,0.11744,-0.13167,0.047046,0.20426,-0.023923
-0.78724,-0.37635,0.14652,0.15982,0.060491,-0.017553,0.1594,0.25686
-0.68714,0.25813,0.01321,0.30023,-0.10758,-0.023836,0.73118,-0.070092
4.3975,0.099526,0.20594,-0.048568,0.52279,0.012853,-0.16763,-0.22352
-0.7118,0.54846,-0.055366,0.24638,0.46531,0.040121,0.014623,0.078564
-0.69524,0.064365,-0.025925,-0.1393,0.3459,-0.018214,-0.39961,0.31391
-0.62234,-1.3529,-0.23913,0.11343,-0.18549,0.015818,-0.5972,0.076569
-0.6928,0.30441,-0.18455,-0.09417,-0.55869,-0.0063992,-0.20991,-0.17431
-1.0306,0.19349,0.6483,0.0856,0.047396,0.031028,0.082496,0.11836
-0.67329,-0.46015,-0.2901,-0.023994,0.021937,-0.029489,0.053508,0.24951
4.4371,-0.82048,-0.11642,0.087559,0.83196,-0.018047,0.59254,-0.126
-0.56887,1.1962,0.15543,-0.080021,-0.39943,0.022749,-0.1748,-0.19417
-0.81086,-0.056452,-0.020837,-0.18109,0.5402,0.021921,-0.28781,0.17314
-0.71397,-0.095774,-1.2381,-0.31002,0.64049,0.015671,-0.3546,0.21822
-0.77021,-1.1839,1.12,0.093442,0.26492,-0.0075929,-0.068335,-0.21624
-0.68244,1.3505,0.36063,0.47483,1.0664,0.025297,-0.11291,-0.16374
-0.68292,1.3312,-0.77273,0.4851,-0.11946,-0.024131,0.63847,0.00058569
-0.61683,-0.70678,-0.27686,0.021397,0.093746,0.030155,0.68166,0.26747
4.3762,-0.37121,0.4095,0.16369,0.60959,0.044382,0.57163,-0.2489
-0.82056,0.32,0.78659,0.2671,0.69881,-0.040252,0.204,-0.047238
-0.73228,-0.83331,-0.57224,0.16192,0.526,0.0088295,-0.13011,0.69285
-0.68876,-0.92146,-0.36899,0.079351,1.5833,-0.0071308,0.13555,0.071141
-0.37537,0.11918,0.62951,-0.52786,-0.088309,-0.03488,0.3349,-0.26813
-0.7463,0.11801,0.48964,-0.002946,0.57895,-0.017938,0.48021,-0.0001201
-0.68426,0.29879,-0.10134,0.19309,0.39334,-0.017033,1.2722,0.083894
4.4079,-1.7744,-0.23473,-0.052813,1.761,0.08102,1.0752,0.11534
-0.71237,0.27689,0.024086,0.092305,1.1338,0.022191,0.14584,-0.27317
-0.69871,1.3317,-0.27504,-0.044688,0.66447,0.027421,0.06472,0.017379
-0.57008,-0.68276,-0.89182,0.19219,0.20492,0.023102,-0.055915,0.24421
