-0.66556,0.69873,-0.24815,-0.21242,1.133,-0.04998,0.10914,-0.059991
-0.65481,2.1089,-0.16774,0.013143,1.0664,-0.042331,-0.10749,-0.0128
-0.66751,0.64906,-1.0125,0.28692,0.88341,-0.043942,-0.40673,-0.00070421
-0.65921,1.4134,-0.5304,0.61742,0.75864,-0.041368,-0.61112,-0.073986
-0.65834,0.94289,-1.229,0.87677,0.59956,-0.042966,-0.74907,0.036776
-0.66703,0.89113,-0.63336,1.0334,0.40128,-0.037543,-0.75176,-0.09056
-0.65442,1.1482,-0.87612,1.0461,0.20692,-0.035227,-0.67954,0.0086659
-0.66494,0.41632,-0.3771,1.0162,0.062353,-0.031318,-0.74185,-0.095111
-0.66028,1.2254,-0.001822,1.153,-0.019372,-0.031119,-0.75945,-0.0032354
-0.65678,0.33927,-0.024004,1.1607,-0.22453,-0.030535,-0.64565,-0.053663
-0.66689,1.1844,0.8462,1.1445,-0.2922,-0.026691,-0.30914,-0.032928
-0.65548,0.48357,0.51125,1.0339,-0.31563,-0.028835,-0.17653,-0.033852
-0.66215,0.9018,1.3195,1.0425,-0.32967,-0.026698,-0.16743,-0.072233
-0.66285,1.0343,0.47417,1.0828,-0.35594,-0.026717,0.048338,-0.024117
-0.65434,0.8973,0.91359,1.2687,-0.34124,-0.023316,0.28283,-0.074302
-0.66757,1.324,0.62901,1.0601,-0.32512,-0.026306,0.4631,-0.019128
-0.65507,0.81723,1.1996,0.60347,-0.23114,-0.028597,0.43818,-0.065881
-0.66091,1.3136,1.9656,0.22358,-0.088932,-0.0318,0.42095,-0.022219
-0.66303,0.69075,1.0875,0.15063,-0.055228,-0.034206,0.37513,-0.053493
-0.65491,1.096,1.5759,0.22846,0.071685,-0.035259,0.22872,-0.045778
-0.66348,0.46606,0.28928,0.27425,0.2518,-0.033507,-0.011045,-0.033779
-0.65621,0.58033,1.3028,0.21516,0.50538,-0.029618,-0.037221,-0.066319
