-1.287,2.5163,-0.33454,-1.6409,0.17845,-0.25324,-5.4439,0.074646
-1.2803,1.1091,-0.91982,-1.8442,0.41546,-0.27388,-6.0287,0.0084225
-1.2879,1.3558,-0.60755,-1.7723,0.55394,-0.27934,-6.0214,-0.077515
-1.2819,0.28291,-2.306,-1.454,0.6161,-0.29175,-5.6103,0.20612
-1.2843,-0.024952,-2.2052,-0.94592,0.82503,-0.31065,-4.7687,-0.22089
-1.2881,-0.039999,-3.4178,-0.57068,0.87888,-0.33276,-3.8314,0.24499
-1.2782,-0.53057,-3.1928,-0.14855,0.80804,-0.34861,-2.7022,-0.20268
-1.29,-0.21567,-3.7924,0.27495,0.68766,-0.36478,-1.5637,0.1867
-1.2802,-1.5705,-4.1712,0.86098,0.58048,-0.38338,-0.95805,-0.072404
-1.2827,-0.54621,-4.1034,1.5503,0.82996,-0.37932,-0.6241,0.012365
-1.2884,-1.3249,-4.5583,1.8697,0.84127,-0.39994,-0.62655,0.13887
-1.2774,-0.053234,-3.5836,1.9557,1.1359,-0.38964,-0.72597,-0.16613
-1.2907,-0.21144,-4.0969,1.6739,1.2563,-0.40281,-1.2274,0.28325
-1.2806,0.62154,-2.7975,1.3404,1.5598,-0.35871,-1.6477,-0.24766
-1.2861,1.1615,-3.2573,0.86985,1.782,-0.33259,-2.3152,0.36212
-1.2855,0.88821,-2.3607,0.23007,1.9407,-0.30832,-2.8023,-0.14919
-1.2818,2.5438,-2.0068,-0.34164,2.1691,-0.26882,-3.1137,0.20383
-1.2852,1.2646,-1.9372,-1.011,2.134,-0.27671,-3.3857,0.014872
-1.2833,2.3991,-1.1536,-1.1665,2.1831,-0.27291,-3.0669,-0.0015074
-1.2828,1.1019,-1.8358,-1.258,1.9697,-0.30449,-2.6391,0.2242
-1.2861,1.6381,-0.75839,-0.94248,1.8635,-0.31726,-1.94,-0.23608
-1.2813,1.7066,-1.5616,-0.46858,1.5903,-0.35724,-1.4953,0.30045
-1.2819,1.1368,-0.90353,0.30155,1.4076,-0.39636,-1.0636,-0.23318
-1.2865,1.2735,-1.818,1.0075,1.2227,-0.44942,-0.74643,0.24326
-1.278,-0.23001,-1.8234,1.564,1.1091,-0.46915,-0.37398,-0.15476
-1.2845,0.86714,-1.7336,1.8049,0.93874,-0.46472,0.44072,0.10169
-1.2783,-0.17377,-2.371,1.6252,0.9611,-0.42295,0.8271,-0.0010936
-1.2824,0.66851,-1.9874,1.3243,1.366,-0.39364,0.28188,-0.065638
-1.286,-0.25329,-3.122,1.0517,1.5915,-0.36662,-0.81123,0.1598
-1.2762,-0.04145,-2.2678,0.82411,1.7385,-0.35292,-1.6991,-0.1563
-1.2871,0.39557,-2.7108,0.33277,1.762,-0.34735,-2.5885,0.22997
-1.2785,-0.12161,-1.7343,-0.047932,1.8589,-0.33235,-3.3902,-0.20159
-1.2825,1.235,-1.6883,-0.32322,1.9136,-0.30714,-4.2151,0.18412
-1.2836,0.30833,-1.3343,-0.47046,1.8868,-0.31534,-4.4551,-0.083891
-1.2783,1.1552,-0.75153,-0.51955,1.7508,-0.3251,-4.39,0.075595
-1.2859,-0.055713,-1.0774,-0.43668,1.6327,-0.37585,-4.1728,0.098059
-1.2788,0.7877,0.13139,-0.25438,1.5842,-0.38017,-3.4129,-0.11171
-1.2812,0.437,-0.81175,-0.19202,1.2301,-0.46332,-1.5282,0.15664
-1.2831,0.42048,0.50709,-0.13483,0.50379,-0.50885,1.2394,-0.22099
-1.2789,1.2426,-0.2571,-0.19392,-0.40327,-0.46692,3.0331,0.18112
-1.2828,0.81365,0.41522,-0.25594,-0.55027,-0.45291,3.1832,-0.171
-1.2825,2.2,0.056598,-0.20246,-0.19825,-0.40781,1.6321,0.11067
-1.2782,0.95985,-0.51695,-0.043166,0.11535,-0.40878,-0.74079,-0.074156
-1.2863,1.977,-0.36852,0.090385,0.52171,-0.3571,-3.514,-0.023996
