-0.92899,-2.0531,-1.5606,-1.0388,1.5859,0.018725,0.7847,-0.12322
-0.86734,-0.24098,-1.5434,-0.92315,2.0969,0.016659,1.2539,0.093459
-0.77661,-2.5874,-1.9146,-0.9474,2.5796,0.016999,1.5524,-0.010293
-0.95125,-0.49745,-1.1877,-0.94821,3.1846,0.015786,1.8327,-0.021002
-0.75759,-2.4495,-1.9654,-1.134,3.6538,0.01655,1.884,0.10831
-0.92069,-1.1073,-0.91634,-1.204,4.0855,0.048374,1.8363,-0.1157
-0.87322,-1.8514,-1.6807,-1.3917,4.42,0.085756,1.5259,0.16545
-0.81737,-2.219,-0.86631,-1.4198,4.7812,0.12779,1.2061,-0.14306
-0.94945,-1.4673,-1.308,-1.4848,5.0993,0.17114,0.90687,0.15389
-0.81581,-3.369,-1.1993,-1.5412,5.3985,0.2013,0.62868,-0.10791
-0.8237,-1.444,-0.95106,-1.4667,5.6788,0.23748,0.41004,0.068172
-0.82921,-3.7979,-1.4792,-1.3635,5.8766,0.25756,0.25528,0.026457
-0.78953,-2,-0.63255,-1.0856,6.0672,0.27587,0.33156,-0.056608
-0.81649,-4.0355,-1.5278,-0.9775,6.1577,0.27987,0.40366,0.14228
-0.79382,-3.4934,-0.53588,-0.93014,6.2558,0.28614,0.65101,-0.14571
-0.8301,-3.9726,-1.276,-1.0675,6.2835,0.28203,0.90082,0.19244
-0.76496,-4.9162,-0.65279,-1.0427,6.2971,0.2767,1.1605,-0.14464
-0.79328,-3.6614,-0.85531,-0.90864,6.3066,0.26498,1.2775,0.14861
-0.79775,-5.7152,-0.91475,-0.71528,6.3183,0.25278,1.1598,-0.056195
-0.73825,-3.5997,-0.45055,-0.39807,6.3589,0.2499,0.98671,0.035292
-0.79052,-6.0015,-1.1274,-0.22618,6.3558,0.23678,0.57473,0.056246
-0.74675,-4.2423,-0.20963,-0.046185,6.4066,0.23322,0.17533,-0.08888
-0.73696,-5.5267,-1.0693,-0.050283,6.415,0.22356,-0.32246,0.16523
-0.82842,-5.1855,-0.22382,0.058617,6.4486,0.21783,-0.80205,-0.14476
-0.76882,-5.0211,-0.89312,0.058078,6.4496,0.20603,-1.2518,0.17847
-0.7511,-6.4146,-0.66506,0.11285,6.4459,0.19006,-1.5697,-0.13773
-0.73154,-4.8559,-0.8355,0.16826,6.4206,0.18143,-1.833,0.12347
-0.84824,-7.2927,-1.3197,0.091927,6.3375,0.15744,-2.0908,-0.0093685
-0.79614,-5.1307,-1.0897,0.23029,6.3057,0.14774,-2.1997,5.0262e-05
-0.71443,-7.2628,-2.1415,0.29846,6.2068,0.11776,-2.4659,0.099227
-0.80313,-5.823,-1.5654,0.56116,6.1325,0.10891,-2.5909,-0.11765
-0.84866,-6.744,-2.6292,0.65985,6.0186,0.0786,-2.786,0.16791
-0.71487,-7.2842,-2.1328,0.75102,5.9338,0.05877,-2.8773,-0.15795
-0.791,-6.2372,-2.823,0.3794,5.8171,0.04822,-2.9548,0.17876
-0.78497,-8.0629,-2.5227,0.42284,5.6733,0.028743,-3.0461,-0.10548
-0.79651,-5.6245,-2.1011,0.83524,5.5647,0.018141,-3.0213,0.088737
-0.73078,-8.1398,-2.6747,0.7338,5.3771,-0.01163,-3.0328,0.036971
-0.77427,-5.6551,-1.8024,0.89306,5.2217,-0.028084,-2.8179,-0.042395
-0.82936,-6.8491,-2.4134,0.74754,5.0141,-0.059831,-2.5399,0.16562
-0.69674,-5.8185,-1.735,0.4192,4.8747,-0.074136,-2.0429,-0.14269
-0.78392,-6.0008,-2.1298,0.28005,4.669,-0.10031,-1.6295,0.21298
-0.77607,-6.4958,-1.5765,0.21986,4.5086,-0.12136,-1.1613,-0.15574
-0.7967,-5.0548,-1.9475,-0.073958,4.376,-0.13479,-0.79105,0.18397
-0.77719,-7.4207,-1.9723,-0.40512,4.2041,-0.15216,-0.6267,-0.078001
-0.68659,-4.7726,-1.9188,-0.49006,4.1191,-0.15296,-0.57232,0.058826
-0.78844,-7.3813,-2.6762,-0.48446,3.9793,-0.16491,-0.80349,0.055297
-0.74555,-5.3916,-2.0349,-0.30133,3.9256,-0.15984,-0.99391,-0.080605
-0.77935,-6.4896,-2.963,-0.18808,3.7592,-0.16889,-1.3674,0.17506
-0.74733,-5.8358,-2.2901,-0.0049628,3.6791,-0.16722,-1.5703,-0.16907
-0.6908,-5.4486,-2.9182,-0.27936,3.5219,-0.17415,-1.6577,0.2333
-0.79328,-6.6112,-2.5709,-0.29149,3.3568,-0.18542,-1.537,-0.13785
-0.74739,-4.4942,-2.6247,-0.38043,2.9014,-0.15665,-1.1963,0.13408
-0.76348,-6.3429,-2.6622,-0.64061,2.4736,-0.12737,-0.77565,-0.025431
-0.72484,-3.5105,-2.0498,-0.73112,2.2455,-0.1431,-0.18541,-0.011656
-0.70791,-5.0038,-3.0195,-1.0556,1.8568,-0.14875,0.31207,0.091196
-0.74624,-3.1127,-1.4002,-1.2626,1.6194,-0.13479,0.96381,-0.11911
-0.71961,-3.2845,-2.6657,-1.2792,1.2442,-0.13462,1.482,0.17358
-0.8054,-2.7189,-1.2567,-1.127,0.92776,-0.12483,2.178,-0.15316
-0.7486,-1.4827,-1.7943,-0.94899,0.58183,-0.12347,2.8215,0.15372
-0.66499,-2.3689,-1.2961,-0.6375,0.30509,-0.11327,3.0593,-0.088686
-0.78513,-0.61195,-1.1027,-0.53624,0.13759,-0.10551,2.9441,0.067758
-0.72991,-2.2792,-1.5645,-0.6841,-0.09513,-0.10094,2.4346,0.019618
-0.71478,-0.16967,-0.50755,-0.39935,-0.15382,-0.092727,1.972,-0.049623
-0.75055,-1.4934,-1.7847,-0.16788,-0.37122,-0.088357,1.3477,0.11541
-0.70343,-0.16729,-0.2672,0.24425,-0.38481,-0.079026,0.91848,-0.1285
-0.75178,-0.77276,-1.0536,0.49173,-0.57993,-0.072782,0.50647,0.20546
-0.66602,-0.96579,-0.42593,0.70695,-0.65453,-0.066339,0.45191,-0.12619
-0.74214,0.31972,-1.0081,0.79202,-0.83217,-0.067519,0.67199,0.16394
-0.76821,-1.147,-1.028,1.0737,-1.045,-0.060486,1.1401,-0.056097
-0.72297,1.1764,-0.62806,1.5292,-1.1152,-0.056931,1.6716,0.058023
-0.75912,-0.88599,-1.1674,1.7159,-1.5497,-0.055724,1.908,0.070289
-0.67795,1.1714,-0.40632,1.9646,-1.6772,-0.050552,2.3943,-0.070408
-0.78889,-0.40964,-1.4749,2.0096,-2.1578,-0.051071,2.4354,0.21542
-0.74707,0.73286,-0.46147,2.1826,-2.2765,-0.039988,2.5823,-0.16331
-0.69956,0.69625,-1.135,2.432,-2.4339,-0.025286,2.3923,0.2379
-0.72702,0.13244,-0.52081,2.6708,-2.5309,-0.024035,2.0972,-0.14715
-0.68749,1.7392,-0.55904,2.6634,-2.6705,-0.023406,1.8049,0.1736
-0.71313,-0.29374,-0.84425,2.5287,-2.8306,-0.018612,1.3142,-0.0018724
-0.69537,2.1908,-0.26176,2.4503,-2.7299,-0.014716,0.9001,0.007449
-0.73182,0.045921,-1.0775,2.3326,-2.8208,-0.014254,0.41722,0.16874
-0.70347,2.2443,-0.2545,2.5752,-2.823,-0.010725,0.16123,-0.13135
-0.72825,0.97599,-1.2809,2.4958,-2.9318,-0.010936,-0.19487,0.26288
